Vertices;Edge_Percentage;Edges;Maximum_Clique;Maximum_Clique_Size;Operations;Attempts;Time
1000000;0.125;7586063;[0,157440,200079,932942];4;500000;1;1.5445175170898438
250;0.25;1273;[0,44,49,80,202,204];6;2501;328;0.009999990463256836
13;0.5;13;[4,5,3];3;2500;608;0.008999824523925781
