Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
11              0.25            13              [0,1]                                              2                              10001           2590            0.05699753761291504
11              0.5             27              [7,3,10,2]                                         4                              10003           1584            0.05019116401672363
11              0.75            41              [1,2,3,4,7,8]                                      6                              10006           1270            0.05200052261352539
12              0.125           8               [0,6]                                              2                              10002           2855            0.05117201805114746
12              0.25            16              [10,9,8]                                           3                              10001           2445            0.050510406494140625
12              0.5             33              [0,3,5,6]                                          4                              10002           1593            0.04849386215209961
12              0.75            49              [0,2,3,4,9,10,11]                                  7                              10002           834             0.04652738571166992
13              0.125           9               [0,7,12]                                           3                              10000           2489            0.04151630401611328
13              0.25            19              [2,5,9]                                            3                              10000           2444            0.03699970245361328
13              0.5             39              [11,5,10,1,6]                                      5                              10004           1488            0.03600478172302246
13              0.75            58              [2,3,4,6,10,12]                                    6                              10010           1114            0.039510250091552734
14              0.125           11              [13,11,10]                                         3                              10000           2477            0.04700064659118652
14              0.25            22              [5,6,11]                                           3                              10002           2451            0.04152798652648926
14              0.5             45              [0,2,4,7,13]                                       5                              10000           1483            0.04667043685913086
14              0.75            68              [0,1,4,5,9,13]                                     6                              10010           989             0.047669172286987305
15              0.125           13              [13,1]                                             2                              10001           2826            0.046883344650268555
15              0.25            26              [14,9,8]                                           3                              10002           2417            0.039850473403930664
15              0.5             52              [0,3,9,10]                                         4                              10008           1543            0.05086374282836914
15              0.75            78              [0,2,3,11,13,14]                                   6                              10003           1022            0.043084144592285156
16              0.125           15              [0,6,13]                                           3                              10000           2479            0.05303239822387695
16              0.25            30              [7,10,14,13]                                       4                              10001           1895            0.04955339431762695
16              0.5             60              [11,8,3,2,9]                                       5                              10009           1494            0.04030489921569824
16              0.75            90              [0,3,9,10,11,14,15]                                7                              10004           999             0.03740334510803223
17              0.125           17              [4,16]                                             2                              10002           2762            0.04093647003173828
17              0.25            34              [7,2,10]                                           3                              10002           2389            0.0417017936706543
17              0.5             68              [0,1,5,6,7]                                        5                              10004           1571            0.042382001876831055
17              0.75            102             [10,3,7,6,13,12,0]                                 7                              10006           1005            0.0415799617767334
18              0.125           19              [8,1,9]                                            3                              10001           2497            0.04376387596130371
18              0.25            38              [0,1,11,16]                                        4                              10003           1883            0.04356670379638672
18              0.5             76              [2,4,7,8,14,15]                                    6                              10002           1285            0.0403447151184082
18              0.75            114             [0,1,7,8,9,11,14]                                  7                              10004           952             0.042437076568603516
19              0.125           21              [7,15,6]                                           3                              10001           2480            0.05055069923400879
19              0.25            42              [11,7,6]                                           3                              10001           2408            0.055680036544799805
19              0.5             85              [8,3,14,13,0]                                      5                              10003           1575            0.04821372032165527
19              0.75            128             [0,3,5,6,11,16,17]                                 7                              10015           1033            0.052255868911743164
20              0.125           23              [13,8,15]                                          3                              10002           2521            0.05764341354370117
20              0.25            47              [4,11,12]                                          3                              10003           2423            0.053066253662109375
20              0.5             95              [1,3,5,6,11]                                       5                              10004           1543            0.03786277770996094
20              0.75            142             [0,1,3,6,8,12,13,19]                               8                              10006           829             0.04802870750427246
21              0.125           26              [3,10,8]                                           3                              10001           2605            0.05309271812438965
21              0.25            52              [19,12,13]                                         3                              10003           2417            0.04876112937927246
21              0.5             105             [4,5,15,20,6,17]                                   6                              10003           1261            0.04441523551940918
21              0.75            157             [1,2,6,7,8,13,16,19]                               8                              10006           838             0.05490231513977051
22              0.125           28              [20,15,3]                                          3                              10002           2486            0.054218292236328125
22              0.25            57              [4,17,7]                                           3                              10000           2385            0.056715965270996094
22              0.5             115             [5,15,21,16,2]                                     5                              10004           1572            0.04339003562927246
22              0.75            173             [1,3,4,14,15,16,17,18,19,20]                       10                             10015           732             0.04493427276611328
23              0.125           31              [22,7,0]                                           3                              10002           2504            0.04627871513366699
23              0.25            63              [4,5,12]                                           3                              10003           2432            0.046816110610961914
23              0.5             126             [0,2,3,6,16]                                       5                              10000           1530            0.03891301155090332
23              0.75            189             [0,2,3,4,15,18,19,21]                              8                              10004           869             0.04355955123901367
24              0.125           34              [4,2,10]                                           3                              10001           2480            0.04294109344482422
24              0.25            69              [4,20,0]                                           3                              10003           2398            0.04434537887573242
24              0.5             138             [2,7,8,9,17]                                       5                              10002           1563            0.04270768165588379
24              0.75            207             [0,1,4,7,10,11,14,23]                              8                              10002           815             0.039177656173706055
25              0.125           37              [11,3,17]                                          3                              10001           2497            0.04305243492126465
25              0.25            75              [19,11,15,7]                                       4                              10003           1877            0.038663625717163086
25              0.5             150             [22,14,12,2,17]                                    5                              10001           1532            0.0411534309387207
25              0.75            225             [1,2,3,6,7,8,10,14,19,21]                          10                             10008           733             0.04240846633911133
26              0.125           40              [17,6,14]                                          3                              10000           2520            0.04204440116882324
26              0.25            81              [15,6,12,9]                                        4                              10004           2148            0.04252052307128906
26              0.5             162             [19,5,22,10,6,16]                                  6                              10004           1437            0.04026293754577637
26              0.75            243             [0,1,2,3,13,15,18,19,20]                           9                              10005           824             0.04323434829711914
27              0.125           43              [4,7,24]                                           3                              10000           2490            0.04536867141723633
27              0.25            87              [20,23,16]                                         3                              10003           2381            0.04258394241333008
27              0.5             175             [19,15,7,8,6]                                      5                              10001           1567            0.03741288185119629
27              0.75            263             [1,8,10,16,17,19,21,25,26]                         9                              10006           831             0.03803682327270508
28              0.125           47              [11,21,23]                                         3                              10000           2499            0.04317736625671387
28              0.25            94              [26,5,15,6]                                        4                              10000           1887            0.03926658630371094
28              0.5             189             [4,11,10,16,0]                                     5                              10001           1555            0.03713250160217285
28              0.75            283             [0,2,5,7,10,14,18,23,26]                           9                              10006           839             0.04026961326599121
29              0.125           50              [19,28,16]                                         3                              10003           2503            0.04181313514709473
29              0.25            101             [20,3,6]                                           3                              10003           2400            0.03887462615966797
29              0.5             203             [26,23,7,13,28]                                    5                              10003           1552            0.03994035720825195
29              0.75            304             [2,3,5,9,13,16,20,26,27]                           9                              10001           845             0.04304647445678711
30              0.125           54              [20,24,21]                                         3                              10003           2491            0.045143842697143555
30              0.25            108             [3,9,12]                                           3                              10000           2424            0.04489755630493164
30              0.5             217             [26,5,29,18,6,9]                                   6                              10011           1374            0.03766345977783203
30              0.75            326             [0,5,7,8,11,14,16,18,22]                           9                              10002           827             0.04178977012634277
31              0.125           58              [26,7,1]                                           3                              10002           2491            0.04007840156555176
31              0.25            116             [19,5,18,3]                                        4                              10003           1944            0.04052901268005371
31              0.5             232             [19,15,14,0,28]                                    5                              10004           1556            0.04016256332397461
31              0.75            348             [0,2,4,5,8,9,13,14,18,30]                          10                             10002           717             0.042690277099609375
32              0.125           62              [19,8,25]                                          3                              10000           2492            0.053215742111206055
32              0.25            124             [26,24,18,8]                                       4                              10001           2367            0.04968881607055664
32              0.5             248             [11,6,16,12,17]                                    5                              10005           1549            0.04124617576599121
32              0.75            372             [0,2,3,5,6,9,13,14,21,24,25]                       11                             10004           749             0.05212593078613281
33              0.125           66              [15,17,16]                                         3                              10000           2477            0.04523301124572754
33              0.25            132             [5,10,23]                                          3                              10000           2377            0.04758405685424805
33              0.5             264             [26,15,22,20,30,2]                                 6                              10003           1289            0.03879213333129883
33              0.75            396             [4,5,6,17,22,23,26,27,29]                          9                              10000           793             0.044759273529052734
34              0.125           70              [7,25,1]                                           3                              10002           2496            0.04680156707763672
34              0.25            140             [5,11,24,32,10]                                    5                              10003           1801            0.04306292533874512
34              0.5             280             [26,11,29,25,17,28]                                6                              10005           1276            0.04011988639831543
34              0.75            420             [2,4,5,6,18,19,20,23,30]                           9                              10005           862             0.03957033157348633
35              0.125           74              [12,29,9]                                          3                              10000           2507            0.04668307304382324
35              0.25            148             [11,24,0]                                          3                              10000           2395            0.04407525062561035
35              0.5             297             [26,15,23,3,12]                                    5                              10003           1533            0.03697490692138672
35              0.75            446             [1,4,6,8,10,13,21,23,34]                           9                              10001           830             0.04519462585449219
36              0.125           78              [13,29,28]                                         3                              10000           2478            0.045067548751831055
36              0.25            157             [7,33,1]                                           3                              10003           2394            0.05156421661376953
36              0.5             315             [19,11,3,13,25]                                    5                              10005           1508            0.03706169128417969
36              0.75            472             [0,2,4,5,10,11,24,28,30,32]                        10                             10015           705             0.039990901947021484
37              0.125           83              [2,5,16]                                           3                              10001           2503            0.04012036323547363
37              0.25            166             [19,10,3,0]                                        4                              10004           2213            0.03915810585021973
37              0.5             333             [18,7,3,1,34]                                      5                              10003           1538            0.03709101676940918
37              0.75            499             [0,1,2,7,8,11,14,26,28]                            9                              10003           846             0.039046287536621094
38              0.125           87              [20,27,1]                                          3                              10000           2481            0.04137086868286133
38              0.25            175             [19,11,36,18]                                      4                              10001           2127            0.0397944450378418
38              0.5             351             [5,23,1,8,13,25]                                   6                              10009           1476            0.03563380241394043
38              0.75            527             [0,6,8,12,13,14,21,24,33]                          9                              10003           842             0.03903985023498535
39              0.125           92              [19,29,21]                                         3                              10002           2586            0.04146718978881836
39              0.25            185             [4,27,3]                                           3                              10000           2406            0.03972196578979492
39              0.5             370             [4,29,10,1,35]                                     5                              10006           1545            0.03452634811401367
39              0.75            555             [0,2,4,6,8,11,12,18,21,27]                         10                             10007           739             0.03811812400817871
40              0.125           97              [33,15,25]                                         3                              10002           2534            0.04059958457946777
40              0.25            195             [33,38,37,35]                                      4                              10009           2235            0.038588762283325195
40              0.5             390             [39,23,27,21,6,16]                                 6                              10003           1349            0.03352975845336914
40              0.75            585             [1,2,9,12,13,16,17,20,27,36]                       10                             10005           807             0.03754997253417969
41              0.125           102             [12,0,16]                                          3                              10003           2483            0.039243459701538086
41              0.25            205             [18,2,5,16]                                        4                              10000           2364            0.039650917053222656
41              0.5             410             [19,3,31,1,18,40]                                  6                              10005           1257            0.033963680267333984
41              0.75            615             [1,2,6,8,9,14,15,18,23,32]                         10                             10005           733             0.040042877197265625
42              0.125           107             [3,0,35]                                           3                              10003           2480            0.03966712951660156
42              0.25            215             [13,37,12,34]                                      4                              10000           2182            0.03704214096069336
42              0.5             430             [11,15,24,20,0]                                    5                              10003           1517            0.03574347496032715
42              0.75            645             [26,5,11,15,3,31,28,13,37]                         9                              10003           830             0.03804755210876465
43              0.125           112             [26,18,28]                                         3                              10000           2483            0.03910684585571289
43              0.25            225             [11,5,39]                                          3                              10000           2403            0.04104208946228027
43              0.5             451             [32,8,10,16,2]                                     5                              10003           1517            0.0348210334777832
43              0.75            677             [4,5,3,42,22,35,1,38,2]                            9                              10004           849             0.03806257247924805
44              0.125           118             [26,20,11]                                         3                              10003           2498            0.0387117862701416
44              0.25            236             [26,2,40]                                          3                              10001           2417            0.04057621955871582
44              0.5             473             [36,8,10,1,6,28]                                   6                              10003           1443            0.03462052345275879
44              0.75            709             [1,8,9,10,14,24,35,39,40,43]                       10                             10010           700             0.03964829444885254
45              0.125           123             [13,20,24]                                         3                              10002           2483            0.04210209846496582
45              0.25            247             [5,20,14,44]                                       4                              10003           1861            0.03655576705932617
45              0.5             495             [4,29,19,38,34,17]                                 6                              10000           1432            0.03615713119506836
45              0.75            742             [11,36,41,44,28,21,7,17,32,1]                      10                             10002           810             0.039038658142089844
46              0.125           129             [4,1,40]                                           3                              10003           2485            0.03995680809020996
46              0.25            258             [5,36,42,27]                                       4                              10000           2196            0.039115190505981445
46              0.5             517             [5,22,23,7,31,3]                                   6                              10003           1320            0.0340423583984375
46              0.75            776             [5,15,36,42,0,7,27,13,9,35]                        10                             10002           749             0.03752636909484863
47              0.125           135             [11,5,21]                                          3                              10002           2491            0.04007267951965332
47              0.25            270             [11,24,6,12]                                       4                              10003           1865            0.038156986236572266
47              0.5             540             [1,41,38,33,12]                                    5                              10005           1549            0.03657031059265137
47              0.75            810             [26,5,15,28,45,6,19,14,34]                         9                              10014           835             0.037041664123535156
48              0.125           141             [20,34,41]                                         3                              10001           2518            0.039684295654296875
48              0.25            282             [39,14,1,17]                                       4                              10004           1954            0.036698341369628906
48              0.5             564             [43,23,27,45,6,38]                                 6                              10003           1280            0.033550262451171875
48              0.75            846             [26,15,36,27,18,46,17,29,32,37,33]                 11                             10003           722             0.03903508186340332
49              0.125           147             [39,17,34]                                         3                              10003           2480            0.04037356376647949
49              0.25            294             [19,20,12,40]                                      4                              10003           2343            0.039045095443725586
49              0.5             588             [22,36,32,7,6,38]                                  6                              10003           1441            0.03424549102783203
49              0.75            882             [4,15,23,44,42,22,35,24,12,10,33]                  11                             10005           714             0.03903841972351074
50              0.125           153             [45,7,34]                                          3                              10003           2473            0.03954815864562988
50              0.25            306             [4,15,6,25]                                        4                              10001           1928            0.035864830017089844
50              0.5             612             [19,4,24,1,46,25]                                  6                              10010           1272            0.03359842300415039
50              0.75            918             [4,11,23,36,47,18,19,29,1]                         9                              10017           822             0.03909134864807129
51              0.125           159             [28,14,16]                                         3                              10002           2487            0.04056429862976074
51              0.25            318             [33,10,15,37]                                      4                              10000           2212            0.038674116134643555
51              0.5             637             [23,49,3,10,30]                                    5                              10003           1537            0.037709712982177734
51              0.75            956             [26,23,36,25,40,0,45,16,37]                        9                              10002           853             0.037044525146484375
52              0.125           165             [45,41,35]                                         3                              10001           2477            0.04025411605834961
52              0.25            331             [29,22,35]                                         3                              10001           2388            0.03954815864562988
52              0.5             663             [36,49,30,16,17]                                   5                              10005           1550            0.036634206771850586
52              0.75            994             [4,11,31,51,48,17,35,24,43,2]                      10                             10009           748             0.03704071044921875
53              0.125           172             [37,36,38]                                         3                              10000           2521            0.041144609451293945
53              0.25            344             [39,17,48,28]                                      4                              10008           2099            0.03821063041687012
53              0.5             689             [39,7,45,33,2]                                     5                              10002           1519            0.035948753356933594
53              0.75            1033            [4,26,42,51,49,45,17,37,1]                         9                              10009           831             0.03803658485412598
54              0.125           178             [38,45,23]                                         3                              10003           2505            0.04114341735839844
54              0.25            357             [26,4,38,13]                                       4                              10001           1858            0.03680419921875
54              0.5             715             [4,5,36,45,3]                                      5                              10000           1533            0.03603339195251465
54              0.75            1073            [4,11,23,3,47,25,0,21,6,46,10]                     11                             10010           730             0.038126230239868164
55              0.125           185             [54,41,29]                                         3                              10002           2483            0.03954625129699707
55              0.25            371             [5,20,25]                                          3                              10002           2402            0.04103803634643555
55              0.5             742             [4,5,15,20,45,0]                                   6                              10000           1283            0.03383660316467285
55              0.75            1113            [26,11,41,44,48,18,52,39,53,43,33]                 11                             10011           774             0.039040565490722656
56              0.125           192             [33,47,20]                                         3                              10002           2498            0.03950810432434082
56              0.25            385             [11,18,16,34]                                      4                              10004           2091            0.0385739803314209
56              0.5             770             [11,22,18,27,38,53]                                6                              10010           1380            0.03486227989196777
56              0.75            1155            [15,3,31,41,51,48,7,45,17,29,50]                   11                             10002           788             0.038332462310791016
57              0.125           199             [32,10,23]                                         3                              10000           2509            0.040123701095581055
57              0.25            399             [56,41,38,37]                                      4                              10002           1972            0.037611961364746094
57              0.5             798             [43,5,24,32,0,35]                                  6                              10003           1275            0.03300786018371582
57              0.75            1197            [11,5,31,56,27,45,35,37,34,2]                      10                             10002           740             0.03751802444458008
58              0.125           206             [33,36,16]                                         3                              10003           2572            0.04255509376525879
58              0.25            413             [39,45,42,17]                                      4                              10001           2073            0.0390009880065918
58              0.5             826             [43,39,51,8,16,25]                                 6                              10005           1293            0.034026145935058594
58              0.75            1239            [5,3,41,47,42,51,48,37,1]                          9                              10007           835             0.038138628005981445
59              0.125           213             [43,32,3]                                          3                              10000           2510            0.04103589057922363
59              0.25            427             [43,22,24,51]                                      4                              10004           2274            0.039247751235961914
59              0.5             855             [22,49,45,8,17]                                    5                              10000           1520            0.039022207260131836
59              0.75            1283            [11,5,31,41,0,45,6,37,1,38,2]                      11                             10002           742             0.04004478454589844
60              0.125           221             [23,29,55]                                         3                              10000           2470            0.039963483810424805
60              0.25            442             [19,29,1,53]                                       4                              10001           2089            0.03721332550048828
60              0.5             885             [4,22,32,42,53]                                    5                              10000           1538            0.0363774299621582
60              0.75            1327            [4,59,31,47,44,22,21,6,29]                         9                              10007           820             0.037946462631225586
61              0.125           228             [19,32,17]                                         3                              10002           2501            0.04153013229370117
61              0.25            457             [36,32,18,38]                                      4                              10001           2109            0.039624691009521484
61              0.5             915             [26,19,29,1,25,35]                                 6                              10006           1397            0.03583359718322754
61              0.75            1372            [4,5,59,31,51,40,46,17,52,55]                      10                             10005           832             0.0390622615814209
62              0.125           236             [22,36,28]                                         3                              10002           2491            0.03942584991455078
62              0.25            472             [43,11,34,40]                                      4                              10003           1856            0.03704357147216797
62              0.5             945             [8,30,44,17,48]                                    5                              10002           1539            0.03604578971862793
62              0.75            1418            [4,11,3,51,20,18,9,55,16,58]                       10                             10004           720             0.03850221633911133
63              0.125           244             [50,48,62]                                         3                              10001           2476            0.04064512252807617
63              0.25            488             [32,8,34,58]                                       4                              10000           1979            0.03804802894592285
63              0.5             976             [43,26,10,42,58]                                   5                              10001           1541            0.03555417060852051
63              0.75            1464            [15,36,31,28,56,60,49,45,32,62]                    10                             10007           742             0.03857684135437012
64              0.125           252             [52,15,48]                                         3                              10000           2477            0.039553165435791016
64              0.25            504             [43,57,37,25]                                      4                              10001           1853            0.036489009857177734
64              0.5             1008            [43,27,10,6,34,44]                                 6                              10003           1245            0.03461909294128418
64              0.75            1512            [4,5,36,48,28,18,6,13,55,50]                       10                             10001           777             0.036550045013427734
65              0.125           260             [49,21,0]                                          3                              10001           2480            0.041570425033569336
65              0.25            520             [4,11,20,62]                                       4                              10001           1881            0.03705263137817383
65              0.5             1040            [22,55,29,54,13]                                   5                              10004           1522            0.03704380989074707
65              0.75            1560            [4,36,3,31,51,22,45,19,16,61]                      10                             10001           730             0.03856205940246582
66              0.125           268             [40,55,1]                                          3                              10003           2508            0.04269909858703613
66              0.25            536             [24,32,46,51]                                      4                              10002           1869            0.03901529312133789
66              0.5             1072            [11,5,27,31,1,3,44]                                7                              10001           1228            0.04138827323913574
66              0.75            1608            [26,11,59,8,44,25,27,55,53,50]                     10                             10003           741             0.039893388748168945
67              0.125           276             [40,7,64]                                          3                              10002           2518            0.04274129867553711
67              0.25            552             [65,31,25,51]                                      4                              10000           2053            0.05518531799316406
67              0.5             1105            [4,23,6,61,50]                                     5                              10005           1523            0.04208230972290039
67              0.75            1658            [4,15,3,44,27,57,17,29,63]                         9                              10019           819             0.04108095169067383
68              0.125           284             [26,15,67]                                         3                              10001           2505            0.046243906021118164
68              0.25            569             [20,41,64,65]                                      4                              10002           2003            0.03861093521118164
68              0.5             1139            [23,65,16,13,0]                                    5                              10001           1525            0.03755664825439453
68              0.75            1708            [4,15,3,47,18,27,17,61,58]                         9                              10006           822             0.0391085147857666
69              0.125           293             [49,1,9]                                           3                              10002           2496            0.04234504699707031
69              0.25            586             [39,56,10,44]                                      4                              10004           1858            0.03903675079345703
69              0.5             1173            [20,28,63,51,64]                                   5                              10001           1544            0.03874802589416504
69              0.75            1759            [59,36,8,44,48,22,21,13,53]                        9                              10001           818             0.04007554054260254
70              0.125           301             [33,11,9]                                          3                              10000           2472            0.046027183532714844
70              0.25            603             [11,36,66,58]                                      4                              10003           2044            0.0425570011138916
70              0.5             1207            [19,39,68,16,46,28]                                6                              10000           1240            0.038657188415527344
70              0.75            1811            [5,15,68,41,44,0,21,6,35,12]                       10                             10005           734             0.04565906524658203
71              0.125           310             [10,31,60]                                         3                              10003           2564            0.04421496391296387
71              0.25            621             [26,29,27,44]                                      4                              10002           2390            0.04369544982910156
71              0.5             1242            [26,24,27,66,9]                                    5                              10002           1513            0.03932523727416992
71              0.75            1863            [4,47,42,0,20,13,52,24,12,50]                      10                             10005           731             0.03985023498535156
72              0.125           319             [13,20,29]                                         3                              10002           2483            0.043502092361450195
72              0.25            639             [26,32,42,0]                                       4                              10002           2105            0.04126286506652832
72              0.5             1278            [5,39,9,62,8]                                      5                              10005           1528            0.03808736801147461
72              0.75            1917            [59,11,23,71,56,18,7,39,37,12]                     10                             10009           714             0.0412745475769043
73              0.125           328             [59,60,10]                                         3                              10003           2481            0.04382658004760742
73              0.25            657             [68,66,71]                                         3                              10003           2391            0.04489278793334961
73              0.5             1314            [23,68,21,54,16,44]                                6                              10002           1341            0.038045644760131836
73              0.75            1971            [26,11,23,36,41,63,27,66,72]                       9                              10004           812             0.041124820709228516
74              0.125           337             [39,23,46]                                         3                              10000           2476            0.04298686981201172
74              0.25            675             [43,41,42,0]                                       4                              10004           1851            0.03903770446777344
74              0.5             1350            [70,36,7,2,28]                                     5                              10000           1535            0.039084434509277344
74              0.75            2025            [26,11,44,40,45,7,46,17,19,69,37]                  11                             10004           717             0.041048526763916016
75              0.125           346             [17,29,34]                                         3                              10003           2544            0.043647050857543945
75              0.25            693             [19,60,18,33]                                      4                              10007           1878            0.03715682029724121
75              0.5             1387            [19,39,65,36,16]                                   5                              10000           1537            0.03708148002624512
75              0.75            2081            [4,59,11,51,40,6,67,70,69,62]                      10                             10005           725             0.03925037384033203
76              0.125           356             [56,6,25]                                          3                              10001           2474            0.04259443283081055
76              0.25            712             [23,69,32,50]                                      4                              10003           2070            0.03970026969909668
76              0.5             1425            [22,36,7,12,61,25]                                 6                              10006           1269            0.03653573989868164
76              0.75            2137            [4,11,41,51,40,64,21,32,50,1]                      10                             10010           739             0.04068136215209961
77              0.125           365             [7,10,76]                                          3                              10003           2488            0.042243242263793945
77              0.25            731             [19,18,3,17]                                       4                              10001           1863            0.03804612159729004
77              0.5             1463            [68,8,71,44,64,55]                                 6                              10006           1277            0.0360414981842041
77              0.75            2194            [26,3,44,76,18,9,61,53,63]                         9                              10010           829             0.0390470027923584
78              0.125           375             [39,47,58]                                         3                              10003           2655            0.0428769588470459
78              0.25            750             [29,66,50,40]                                      4                              10002           1863            0.03754425048828125
78              0.5             1501            [29,45,12,2,53,76]                                 6                              10000           1329            0.03705000877380371
78              0.75            2252            [11,5,36,8,73,76,27,29,50,10,38]                   11                             10021           742             0.04003643989562988
79              0.125           385             [60,1,51]                                          3                              10003           2471            0.042104482650756836
79              0.25            770             [72,38,44,52]                                      4                              10002           1865            0.03835749626159668
79              0.5             1540            [70,29,36,21,61,64]                                6                              10000           1261            0.035533905029296875
79              0.75            2310            [23,31,41,25,40,18,52,9,24,61]                     10                             10007           734             0.040181636810302734
80              0.125           395             [33,41,37]                                         3                              10001           2477            0.04520153999328613
80              0.25            790             [15,49,74,67]                                      4                              10003           2285            0.043111562728881836
80              0.5             1580            [39,11,13,79,74]                                   5                              10000           1529            0.03891563415527344
80              0.75            2370            [4,36,47,51,66,39,12,50,72]                        9                              10000           827             0.04100227355957031
81              0.125           405             [11,54,62]                                         3                              10001           2497            0.0427699089050293
81              0.25            810             [11,3,10,8]                                        4                              10000           1863            0.03805971145629883
81              0.5             1620            [60,62,18,21,77,44]                                6                              10004           1311            0.03576850891113281
81              0.75            2430            [59,15,8,42,21,80,35,19,16,65]                     10                             10010           705             0.040076494216918945
82              0.125           415             [63,7,44]                                          3                              10000           2472            0.042081356048583984
82              0.25            830             [26,24,46,75]                                      4                              10001           1849            0.03824949264526367
82              0.5             1660            [56,45,46,52,9]                                    5                              10001           1518            0.037157297134399414
82              0.75            2490            [26,5,15,8,73,0,56,35,29,58]                       10                             10005           721             0.03847146034240723
83              0.125           425             [20,31,21]                                         3                              10000           2509            0.04859495162963867
83              0.25            850             [11,67,74,28]                                      4                              10003           2002            0.038535356521606445
83              0.5             1701            [39,23,57,81,40]                                   5                              10002           1527            0.037973642349243164
83              0.75            2552            [5,59,23,31,42,0,18,7,57,24]                       10                             10016           709             0.039646148681640625
84              0.125           435             [41,57,74]                                         3                              10003           2529            0.04227805137634277
84              0.25            871             [26,20,38,58]                                      4                              10003           1849            0.03790998458862305
84              0.5             1743            [59,15,71,61,2]                                    5                              10003           1531            0.04036450386047363
84              0.75            2614            [26,5,68,81,51,28,80,39,50]                        9                              10013           821             0.04233837127685547
85              0.125           446             [26,15,74]                                         3                              10002           2474            0.04368305206298828
85              0.25            892             [4,19,27,73]                                       4                              10001           2013            0.0411829948425293
85              0.5             1785            [15,20,1,27,74]                                    5                              10003           1548            0.039487361907958984
85              0.75            2677            [4,5,59,3,41,47,44,46,78,69]                       10                             10007           749             0.04229927062988281
86              0.125           456             [31,34,52]                                         3                              10000           2497            0.04312419891357422
86              0.25            913             [47,10,14]                                         3                              10003           2382            0.044153451919555664
86              0.5             1827            [2,4,10,15,36,84]                                  6                              10000           1271            0.03655719757080078
86              0.75            2741            [26,68,3,44,79,51,18,6,67,58]                      10                             10004           754             0.041465044021606445
87              0.125           467             [32,30,84]                                         3                              10003           2475            0.04607677459716797
87              0.25            935             [43,7,16,78]                                       4                              10004           1854            0.04137873649597168
87              0.5             1870            [11,56,39,51,45,57]                                6                              10000           1292            0.0371551513671875
87              0.75            2805            [26,4,8,3,73,74,46,80,84,67,70]                    11                             10005           766             0.04002737998962402
88              0.125           478             [27,77,71]                                         3                              10002           2472            0.04158735275268555
88              0.25            957             [62,63,78,76]                                      4                              10004           1886            0.03868818283081055
88              0.5             1914            [39,15,36,27,2,85,35]                              7                              10003           1223            0.03620338439941406
88              0.75            2871            [15,23,31,44,73,85,55,50,43,38,63]                 11                             10020           726             0.03883004188537598
89              0.125           489             [49,36,87]                                         3                              10002           2476            0.04354667663574219
89              0.25            979             [54,48,61,62]                                      4                              10000           2338            0.04255557060241699
89              0.5             1958            [4,11,31,41,46,70,1]                               7                              10005           1222            0.035169363021850586
89              0.75            2937            [4,36,44,64,85,28,60,49,33,83]                     10                             10004           726             0.0410456657409668
90              0.125           500             [7,45,37]                                          3                              10003           2459            0.04160356521606445
90              0.25            1001            [21,43,27]                                         3                              10003           2380            0.041660308837890625
90              0.5             2002            [26,9,21,8,53,47]                                  6                              10002           1242            0.036110877990722656
