Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
13              0.75            58              [0,2,6,8,11]                                       5                              5014            34              0.004999876022338867
14              0.125           11              [13,10,11]                                         3                              5001            816             0.01602482795715332
14              0.25            22              [1,5,11]                                           3                              5000            777             0.01303410530090332
14              0.5             45              [1,2,4,7,13]                                       5                              5002            443             0.01251220703125
14              0.75            68              [0,1,4,5,9,13]                                     6                              5032            7               0.003512859344482422
15              0.125           13              [4,3]                                              2                              5001            517             0.0105133056640625
15              0.25            26              [4,5,3]                                            3                              5003            775             0.01350855827331543
15              0.5             52              [0,14,2,12]                                        4                              5001            525             0.01854729652404785
15              0.75            78              [0,2,3,11,13,14]                                   6                              5035            54              0.006392478942871094
16              0.125           15              [13,6,0]                                           3                              5000            896             0.0216219425201416
16              0.25            30              [5,10,13,14]                                       4                              5003            887             0.015514373779296875
16              0.5             60              [4,9,8,2,7]                                        5                              5003            547             0.01451563835144043
16              0.75            90              [0,3,6,9,10,11,14,15]                              8                              5020            35              0.004000186920166016
17              0.125           17              [2,13]                                             2                              5001            709             0.014017343521118164
17              0.25            34              [4,16,1]                                           3                              5001            900             0.01902031898498535
17              0.5             68              [0,1,5,6,7]                                        5                              5005            621             0.014513015747070312
17              0.75            102             [0,1,3,6,10,12,13]                                 7                              5001            121             0.00851583480834961
18              0.125           19              [8,1,9]                                            3                              5003            1025            0.016019344329833984
18              0.25            38              [0,1,11,16]                                        4                              5001            903             0.015523910522460938
18              0.5             76              [4,7,8,14,15]                                      5                              5001            590             0.015154361724853516
18              0.75            114             [0,1,7,8,9,11,14]                                  7                              5005            247             0.01151132583618164
19              0.125           21              [18,13,11]                                         3                              5002            1044            0.017018795013427734
19              0.25            42              [2,7,6]                                            3                              5001            969             0.019045352935791016
19              0.5             85              [0,3,8,13,14]                                      5                              5003            619             0.015595436096191406
19              0.75            128             [0,3,5,6,13,16,17]                                 7                              5013            328             0.014041900634765625
20              0.125           23              [16,6,0]                                           3                              5004            1093            0.01702713966369629
20              0.25            47              [16,3,7]                                           3                              5001            981             0.017849206924438477
20              0.5             95              [1,2,3,9,10]                                       5                              5003            651             0.015511274337768555
20              0.75            142             [0,1,3,6,8,12,13,19]                               8                              5035            181             0.011019468307495117
21              0.125           26              [8,10,3]                                           3                              5000            1090            0.020061492919921875
21              0.25            52              [1,2,3]                                            3                              5002            1022            0.017524003982543945
21              0.5             105             [20,13,17,6,5]                                     5                              5014            636             0.01702284812927246
21              0.75            157             [1,2,6,7,8,13,16,19]                               8                              5008            277             0.014510154724121094
22              0.125           28              [14,18,17]                                         3                              5003            1126            0.019022226333618164
22              0.25            57              [5,2,7]                                            3                              5003            1047            0.01702284812927246
22              0.5             115             [0,9,20,6]                                         4                              5001            661             0.016021728515625
22              0.75            173             [1,3,4,14,15,16,17,18,19,20]                       10                             5051            173             0.010510683059692383
23              0.125           31              [22,0,7]                                           3                              5004            1098            0.017514705657958984
23              0.25            63              [22,1,7]                                           3                              5001            1074            0.019021272659301758
23              0.5             126             [20,10,13,21,11]                                   5                              5013            675             0.018024206161499023
23              0.75            189             [0,3,4,11,13,18,19,21]                             8                              5009            279             0.016021728515625
24              0.125           34              [14,8,19]                                          3                              5000            1094            0.018016338348388672
24              0.25            69              [8,21,19]                                          3                              5002            1065            0.018584012985229492
24              0.5             138             [2,7,8,9,17]                                       5                              5009            653             0.017551660537719727
24              0.75            207             [0,1,4,7,10,14,19,23]                              8                              5000            278             0.016021728515625
25              0.125           37              [15,8,23]                                          3                              5000            1142            0.02301955223083496
25              0.25            75              [7,3,23]                                           3                              5003            1092            0.01802206039428711
25              0.5             150             [4,0,22,14,17,2]                                   6                              5006            648             0.015509366989135742
25              0.75            225             [1,2,3,6,7,8,10,14,19,21]                          10                             5012            223             0.014241695404052734
26              0.125           40              [14,6,17]                                          3                              5003            1155            0.01960587501525879
26              0.25            81              [12,23,25]                                         3                              5000            1087            0.021091938018798828
26              0.5             162             [9,22,6,16,5]                                      5                              5001            682             0.019598722457885742
26              0.75            243             [0,1,2,3,12,13,18,19,20]                           9                              5001            320             0.01701188087463379
27              0.125           43              [14,6,21]                                          3                              5000            1129            0.01953268051147461
27              0.25            87              [16,23,13]                                         3                              5003            1092            0.02003026008605957
27              0.5             175             [24,8,10,6,7]                                      5                              5005            691             0.0175168514251709
27              0.75            263             [1,3,6,10,11,16,17,23]                             8                              5005            308             0.02102494239807129
28              0.125           47              [22,1,5]                                           3                              5003            1142            0.02152872085571289
28              0.25            94              [9,8,2,23]                                         4                              5002            836             0.017020225524902344
28              0.5             189             [0,24,14,2,16]                                     5                              5004            674             0.01802349090576172
28              0.75            283             [3,5,7,8,10,11,12,13,14]                           9                              5028            317             0.020021915435791016
29              0.125           50              [14,5,21]                                          3                              5001            1131            0.01801919937133789
29              0.25            101             [24,8,1]                                           3                              5000            1108            0.019023418426513672
29              0.5             203             [0,24,3,10,13]                                     5                              5002            677             0.018021106719970703
29              0.75            304             [0,2,3,5,9,13,18,20,26]                            9                              5009            331             0.021088600158691406
30              0.125           54              [12,16,2]                                          3                              5002            1170            0.020031452178955078
30              0.25            108             [4,8,6]                                            3                              5001            1096            0.02055525779724121
30              0.5             217             [4,22,10,21,11]                                    5                              5003            683             0.01801919937133789
30              0.75            326             [0,2,7,10,11,15,18,29]                             8                              5017            327             0.017517566680908203
31              0.125           58              [12,23,19]                                         3                              5001            1163            0.021528959274291992
31              0.25            116             [9,22,30,12]                                       4                              5003            843             0.016625642776489258
31              0.5             232             [22,14,26,2,15]                                    5                              5014            670             0.017026901245117188
31              0.75            348             [1,2,4,6,10,11,14,17,19,25]                        10                             5014            273             0.016511201858520508
32              0.125           62              [5,10,13]                                          3                              5003            1185            0.019221067428588867
32              0.25            124             [24,8,3,18]                                        4                              5004            937             0.019058704376220703
32              0.5             248             [9,26,17,27,1,5]                                   6                              5004            612             0.02056884765625
32              0.75            372             [0,2,3,5,6,9,13,14,21,24,25]                       11                             5010            245             0.016599416732788086
33              0.125           66              [4,17,19]                                          3                              5003            1226            0.020024538040161133
33              0.25            132             [16,8,29,9]                                        4                              5004            1111            0.02002406120300293
33              0.5             264             [20,30,2,6,15]                                     5                              5003            702             0.018523454666137695
33              0.75            396             [1,2,8,11,12,13,15,27,31]                          9                              5008            305             0.021027803421020508
34              0.125           70              [6,25,7]                                           3                              5000            1159            0.019025087356567383
34              0.25            140             [24,14,6,7]                                        4                              5006            912             0.020021438598632812
34              0.5             280             [4,24,29,28,11]                                    5                              5003            675             0.020058870315551758
34              0.75            420             [0,3,4,12,14,16,18,22,31]                          9                              5022            322             0.01701664924621582
