Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
16              0.125           15              [13,6,0]                                           3                              500003          123542          1.8082435131072998
16              0.25            30              [5,10,14,13]                                       4                              500001          93344           1.6745917797088623
16              0.5             60              [4,7,8,2,9]                                        5                              500002          74912           1.6669926643371582
16              0.75            90              [0,3,6,9,10,11,14,15]                              8                              500006          44950           1.7418255805969238
17              0.125           17              [4,3]                                              2                              500001          138297          1.9878740310668945
17              0.25            34              [8,16,13]                                          3                              500000          120435          1.8690016269683838
17              0.5             68              [0,1,5,7,14]                                       5                              500002          78452           1.7237722873687744
17              0.75            102             [0,1,3,6,10,12,13]                                 7                              500009          49666           1.806377649307251
18              0.125           19              [8,1,9]                                            3                              500003          124786          1.8528757095336914
18              0.25            38              [0,1,11,16]                                        4                              500004          92353           1.694209337234497
18              0.5             76              [4,15,14,7,2,9]                                    6                              500002          60207           1.6058995723724365
18              0.75            114             [3,4,5,7,8,9,12,16]                                8                              500001          43425           1.8261985778808594
19              0.125           21              [13,11,18]                                         3                              500001          124148          1.8538203239440918
19              0.25            42              [4,8,1]                                            3                              500001          119491          1.8546559810638428
19              0.5             85              [0,1,2,3,10]                                       5                              500004          78640           1.6981279850006104
19              0.75            128             [0,3,5,6,11,16,17]                                 7                              500003          51001           1.7550907135009766
20              0.125           23              [13,8,15]                                          3                              500000          124556          1.8710668087005615
20              0.25            47              [4,15,8]                                           3                              500000          121000          1.8665790557861328
20              0.5             95              [19,5,11,3,6]                                      5                              500001          77366           1.7018074989318848
20              0.75            142             [0,1,3,8,12,13,15,19]                              8                              500005          41783           1.8707892894744873
21              0.125           26              [10,3,8]                                           3                              500001          124716          1.860461711883545
21              0.25            52              [7,9,16]                                           3                              500000          121012          1.8726420402526855
21              0.5             105             [5,15,20,6,13,17]                                  6                              500005          66624           1.658578872680664
21              0.75            157             [1,2,8,9,10,12,13,16,19]                           9                              500007          42031           1.8383288383483887
22              0.125           28              [3,15,16]                                          3                              500000          123980          1.898700475692749
22              0.25            57              [4,7,17]                                           3                              500003          119198          1.90212082862854
22              0.5             115             [5,15,21,16,2]                                     5                              500002          78641           1.7350080013275146
22              0.75            173             [1,3,4,14,15,16,17,18,19,20]                       10                             500006          36172           1.794940710067749
23              0.125           31              [7,22,11]                                          3                              500001          124546          1.9058969020843506
23              0.25            63              [20,10,8]                                          3                              500000          121823          1.9126427173614502
23              0.5             126             [11,21,20,10,13,17]                                6                              500001          63767           1.644162654876709
23              0.75            189             [0,2,3,4,15,18,19,21]                              8                              500012          40058           1.8610289096832275
24              0.125           34              [19,22,0]                                          3                              500003          124198          1.9055659770965576
24              0.25            69              [21,8,6,13]                                        4                              500004          93971           1.7314872741699219
24              0.5             138             [19,15,20,1,0]                                     5                              500004          77284           1.734682559967041
24              0.75            207             [0,1,4,7,10,14,19,23]                              8                              500013          40925           1.8787500858306885
25              0.125           37              [19,7,24]                                          3                              500000          124338          1.9157817363739014
25              0.25            75              [19,11,15,7]                                       4                              500000          94074           1.7336618900299072
25              0.5             150             [0,2,4,14,17,22]                                   6                              500005          69598           1.6587774753570557
25              0.75            225             [1,2,3,6,7,8,10,19,21,24]                          10                             500007          35767           1.9449265003204346
26              0.125           40              [17,9,6]                                           3                              500003          124763          1.8878083229064941
26              0.25            81              [15,6,12,9]                                        4                              500006          93354           1.73966646194458
26              0.5             162             [2,6,8,15,16,18]                                   6                              500005          62424           1.6187915802001953
26              0.75            243             [0,1,2,3,12,13,18,19,20]                           9                              500001          41736           1.8599979877471924
27              0.125           43              [26,15,1]                                          3                              500003          124513          1.9254817962646484
27              0.25            87              [26,19,7,6]                                        4                              500001          94364           1.748464584350586
27              0.5             175             [1,6,7,8,12,19]                                    6                              500005          63816           1.6252589225769043
27              0.75            263             [2,5,6,7,14,15,16,24,25]                           9                              500005          42514           1.8049092292785645
28              0.125           47              [4,12,27]                                          3                              500003          124193          1.8940503597259521
28              0.25            94              [26,23,14,6]                                       4                              500003          92519           1.7228178977966309
28              0.5             189             [0,2,7,11,16,23]                                   6                              500003          65270           1.6621646881103516
28              0.75            283             [0,2,7,10,14,15,17,18,23,26]                       10                             500005          36842           1.865595817565918
29              0.125           50              [19,2,28]                                          3                              500002          124329          1.9085838794708252
29              0.25            101             [26,15,6,28]                                       4                              500002          93231           1.7433841228485107
29              0.5             203             [26,23,27,7,13]                                    5                              500003          77764           1.6907031536102295
29              0.75            304             [0,2,3,5,9,18,20,25,26,28]                         10                             500003          36079           1.9713397026062012
30              0.125           54              [7,15,0]                                           3                              500001          124317          1.9072742462158203
30              0.25            108             [24,18,10,8]                                       4                              500003          95942           1.7515559196472168
30              0.5             217             [4,11,7,21,16,13,25]                               7                              500004          62126           1.6268014907836914
30              0.75            326             [1,2,4,9,11,15,16,27,29]                           9                              500001          41347           1.8830986022949219
31              0.125           58              [19,12,23]                                         3                              500002          124272          1.9025030136108398
31              0.25            116             [22,6,16,25]                                       4                              500008          93028           1.7272613048553467
31              0.5             232             [26,7,10,6,14,17]                                  6                              500004          64319           1.6064453125   
31              0.75            348             [1,2,4,6,10,11,14,17,19,25]                        10                             500004          35878           1.9172494411468506
32              0.125           62              [13,5,24]                                          3                              500002          124203          1.9548745155334473
32              0.25            124             [26,24,18,3,8]                                     5                              500002          83373           1.6652460098266602
32              0.5             248             [26,5,27,1,31,17,9]                                7                              500000          64239           1.6225578784942627
32              0.75            372             [0,2,5,6,13,14,21,22,24,25,27]                     11                             500008          37723           1.8629858493804932
33              0.125           66              [19,18,17]                                         3                              500000          124150          1.9482510089874268
33              0.25            132             [5,23,8,10]                                        4                              500000          94148           1.7619125843048096
33              0.5             264             [26,22,15,20,30,2]                                 6                              500005          64757           1.6583826541900635
33              0.75            396             [4,5,6,13,14,17,22,25,28,29,31]                    11                             500006          35589           1.9015758037567139
34              0.125           70              [26,18,33,12]                                      4                              500002          99232           1.7883667945861816
34              0.25            140             [11,5,24,32,10]                                    5                              500004          83695           1.6800205707550049
34              0.5             280             [26,11,29,24,27,12,25]                             7                              500004          61789           1.646864414215088
34              0.75            420             [0,3,7,8,15,17,24,31,33]                           9                              500007          42444           1.848747730255127
35              0.125           74              [5,7,25]                                           3                              500000          124523          1.94643235206604
35              0.25            148             [4,6,33,28]                                        4                              500003          93768           1.7742283344268799
35              0.5             297             [4,11,15,23,16,12]                                 6                              500011          62899           1.7014150619506836
35              0.75            446             [0,1,8,14,19,22,24,25,27,28,29]                    11                             500000          37503           1.842822790145874
36              0.125           78              [33,29,25]                                         3                              500000          124195          1.9521594047546387
36              0.25            157             [27,31,8,0]                                        4                              500000          93665           1.7767128944396973
36              0.5             315             [19,11,5,7,13,25]                                  6                              500000          63821           1.6516704559326172
36              0.75            472             [0,2,3,4,5,12,21,22,24,28,32]                      11                             500008          36333           1.8820111751556396
37              0.125           83              [19,32,31]                                         3                              500002          124575          1.973853588104248
37              0.25            166             [22,27,21,16]                                      4                              500000          93634           1.7753217220306396
37              0.5             333             [26,15,23,3,30,12]                                 6                              500002          63975           1.6362814903259277
37              0.75            499             [0,1,2,5,11,12,13,14,17,28]                        10                             500018          37021           1.8824362754821777
38              0.125           87              [4,21,10]                                          3                              500000          124393          1.9832706451416016
38              0.25            175             [22,24,8,9]                                        4                              500004          95089           1.7821555137634277
38              0.5             351             [5,22,1,8,13,25]                                   6                              500003          64150           1.6255238056182861
38              0.75            527             [0,3,5,6,8,13,17,20,24,31]                         10                             500000          36737           1.927180528640747
39              0.125           92              [29,21,38,2]                                       4                              500000          102420          1.801121711730957
39              0.25            185             [11,32,6,0]                                        4                              500001          93730           1.7774229049682617
39              0.5             370             [11,32,31,25,17,35,28]                             7                              500001          61990           1.593895435333252
39              0.75            555             [1,3,8,10,15,16,18,20,23,29,34]                    11                             500009          36844           1.8757076263427734
40              0.125           97              [22,15,18,33]                                      4                              500004          105332          1.8276922702789307
40              0.25            195             [11,30,33,35]                                      4                              500004          94185           1.7890467643737793
40              0.5             390             [4,39,36,27,21,6,16]                               7                              500003          62169           1.6090211868286133
40              0.75            585             [1,2,9,12,13,16,17,23,27,29,35,36]                 12                             500012          33661           1.843351125717163
41              0.125           102             [20,30,34,17]                                      4                              500004          109676          1.8443031311035156
41              0.25            205             [24,6,38,28]                                       4                              500007          94379           1.7812254428863525
41              0.5             410             [39,15,21,1,31,20,37]                              7                              500006          61247           1.639648675918579
41              0.75            615             [0,1,2,6,8,12,14,15,29,31,37]                      11                             500004          36962           1.8868610858917236
42              0.125           107             [32,41,5]                                          3                              500001          124298          1.974097490310669
42              0.25            215             [26,11,24,21,31]                                   5                              500004          88652           1.7603340148925781
42              0.5             430             [4,39,36,30,28,35]                                 6                              500005          62832           1.6536402702331543
42              0.75            645             [1,2,4,5,6,10,31,33,38,39,41]                      11                             500002          38103           1.9086313247680664
43              0.125           112             [26,29,24]                                         3                              500000          124552          1.9589953422546387
43              0.25            225             [19,21,41,13]                                      4                              500000          94695           1.8135597705841064
43              0.5             451             [26,22,23,32,3,1,20]                               7                              500004          61163           1.6609137058258057
43              0.75            677             [4,31,25,40,28,18,17,24,32,30,10]                  11                             500006          38545           1.8448808193206787
44              0.125           118             [26,24,1]                                          3                              500003          124278          1.9652073383331299
44              0.25            236             [29,15,6,35]                                       4                              500002          94143           1.7856881618499756
44              0.5             473             [24,14,1,32,3,25,2]                                7                              500003          61995           1.627260684967041
44              0.75            709             [0,5,7,9,11,12,22,27,32,35,36,40]                  12                             500009          33875           1.9191205501556396
45              0.125           123             [43,32,13]                                         3                              500003          124275          1.992605209350586
45              0.25            247             [43,24,36,8]                                       4                              500001          93726           1.785257339477539
45              0.5             495             [19,22,4,15,34,9,35]                               7                              500000          61472           1.6149139404296875
45              0.75            742             [0,3,5,6,9,18,23,26,32,36,40]                      11                             500004          37420           1.8709771633148193
46              0.125           129             [32,12,35]                                         3                              500002          124388          1.975977897644043
46              0.25            258             [19,21,41,44]                                      4                              500001          94081           1.7945530414581299
46              0.5             517             [43,18,3,37,34,9]                                  6                              500001          64349           1.642655611038208
46              0.75            776             [0,1,3,7,10,12,13,14,17,19,21,42]                  12                             500014          34937           1.8926105499267578
47              0.125           135             [5,23,1,41]                                        4                              500001          116689          1.9321556091308594
47              0.25            270             [11,24,8,25,40]                                    5                              500000          89756           1.7673707008361816
47              0.5             540             [26,22,27,33,37,2,28]                              7                              500004          63990           1.6537694931030273
47              0.75            810             [1,3,5,6,11,12,20,21,29,34,39]                     11                             500003          37087           1.8715970516204834
48              0.125           141             [29,23,7,6]                                        4                              500001          106486          1.8422069549560547
48              0.25            282             [18,10,13,12]                                      4                              500003          95405           1.7985258102416992
48              0.5             564             [26,29,27,6,12,28]                                 6                              500011          63575           1.642885446548462
48              0.75            846             [5,7,8,12,18,19,31,35,39,44,47]                    11                             500005          36492           1.8974578380584717
49              0.125           147             [27,10,21]                                         3                              500003          124585          1.9755308628082275
49              0.25            294             [26,5,15,3,12]                                     5                              500003          85759           1.719726800918579
49              0.5             588             [43,15,23,8,7,38,28]                               7                              500004          61271           1.6279184818267822
49              0.75            882             [3,4,8,10,12,15,18,24,30,33,43,44]                 12                             500009          31904           1.910097360610962
50              0.125           153             [21,41,18]                                         3                              500003          124308          1.979637622833252
50              0.25            306             [19,11,24,3,40]                                    5                              500004          90653           1.7631471157073975
50              0.5             612             [19,49,3,13,33,44,40]                              7                              500003          62498           1.6480672359466553
50              0.75            918             [4,11,23,36,41,47,42,6,29,12,1]                    11                             500002          37493           1.8988418579101562
51              0.125           159             [33,2,45]                                          3                              500001          124440          1.982743740081787
51              0.25            318             [29,17,10,13]                                      4                              500004          93934           1.7981252670288086
51              0.5             637             [5,15,23,10,30,33,25]                              7                              500000          62100           1.6197755336761475
51              0.75            956             [5,23,8,44,25,48,46,30,12,10,38]                   11                             500002          37834           1.8379371166229248
52              0.125           165             [13,10,49]                                         3                              500002          124435          1.9887363910675049
52              0.25            331             [22,24,31,35]                                      4                              500003          93820           1.819124460220337
52              0.5             663             [26,5,7,32,44,17]                                  6                              500007          64189           1.6688876152038574
52              0.75            994             [11,41,47,44,22,49,7,6,35,43,2]                    11                             500005          37071           1.8407039642333984
53              0.125           172             [20,14,9]                                          3                              500001          124456          1.985597848892212
53              0.25            344             [5,15,22,7]                                        4                              500007          93684           1.7968244552612305
53              0.5             689             [39,49,27,7,34,42,50]                              7                              500014          62334           1.6548364162445068
53              0.75            1033            [4,11,47,42,18,27,45,52,16,37,50,1]                12                             500008          34558           1.8533248901367188
54              0.125           178             [33,47,35]                                         3                              500001          124351          1.9909272193908691
54              0.25            357             [4,36,1,13]                                        4                              500004          93682           1.7792901992797852
54              0.5             715             [4,39,15,21,31,44,28]                              7                              500003          62891           1.6660029888153076
54              0.75            1073            [8,3,47,42,25,0,49,18,20,19,50,2]                  12                             500002          35043           1.881868839263916
55              0.125           185             [39,50,36]                                         3                              500002          124281          2.0053858757019043
55              0.25            371             [4,54,2,9]                                         4                              500004          94385           1.7998249530792236
55              0.5             742             [43,51,20,45,28,17,0]                              7                              500000          61457           1.654860019683838
55              0.75            1113            [4,36,22,21,45,13,46,39,24,30,53]                  11                             500011          36570           1.917285442352295
56              0.125           192             [26,50,18,53]                                      4                              500002          101463          1.8139398097991943
56              0.25            385             [4,33,12,37]                                       4                              500007          93467           1.8084266185760498
56              0.5             770             [4,15,23,54,31,13,51]                              7                              500007          61690           1.6810224056243896
56              0.75            1155            [26,11,15,41,48,28,49,18,45,17,50,54]              12                             500023          33445           1.8534276485443115
57              0.125           199             [45,23,0]                                          3                              500003          124337          2.030294418334961
57              0.25            399             [26,43,10,13]                                      4                              500004          92910           1.8240077495574951
57              0.5             798             [19,39,22,32,18,45,44]                             7                              500007          62375           1.6619856357574463
57              0.75            1197            [4,3,41,25,51,40,0,18,46,55,53]                    11                             500008          37171           1.8436543941497803
58              0.125           206             [17,36,16]                                         3                              500002          124435          2.017043113708496
58              0.25            413             [19,55,40,27,42]                                   5                              500000          86563           1.7752749919891357
58              0.5             826             [29,54,41,12,46,48,28]                             7                              500007          61837           1.668219804763794
58              0.75            1239            [4,23,44,51,48,49,7,21,54,38,2]                    11                             500002          37539           1.8676948547363281
59              0.125           213             [33,21,51,11]                                      4                              500001          100964          1.8265726566314697
59              0.25            427             [49,37,51,35]                                      4                              500001          93793           1.8207242488861084
59              0.5             855             [4,26,15,18,1,42,58]                               7                              500004          62605           1.667778730392456
59              0.75            1283            [5,31,41,44,0,45,46,19,37,1,38,2]                  12                             500003          33768           1.8600008487701416
60              0.125           221             [4,5,27,55]                                        4                              500002          98825           1.8059837818145752
60              0.25            442             [39,3,33,47]                                       4                              500001          95019           1.8346545696258545
60              0.5             885             [26,23,45,8,31,38,35]                              7                              500004          62307           1.6766817569732666
60              0.75            1327            [4,44,48,0,45,18,35,19,50,38,2]                    11                             500011          36797           1.9129583835601807
61              0.125           228             [7,20,51]                                          3                              500000          124207          2.0394558906555176
61              0.25            457             [17,36,3,12,53]                                    5                              500003          85007           1.7307822704315186
61              0.5             915             [59,22,49,30,16,44,53]                             7                              500001          63445           1.661911964416504
61              0.75            1372            [26,59,4,3,31,18,27,7,17,50,2]                     11                             500002          36801           1.859813928604126
62              0.125           236             [11,10,45]                                         3                              500000          124405          2.0259511470794678
62              0.25            472             [59,15,27,30]                                      4                              500000          93606           1.8333048820495605
62              0.5             945             [19,11,4,3,6,9]                                    6                              500012          64903           1.6848218441009521
62              0.75            1418            [5,23,3,41,44,60,7,45,46,39,53,54]                 12                             500005          34186           1.88132905960083
63              0.125           244             [32,10,1]                                          3                              500003          124222          2.0217325687408447
63              0.25            488             [39,11,34,44]                                      4                              500003          93291           1.8325953483581543
63              0.5             976             [59,23,57,46,58,48,9]                              7                              500000          61843           1.6426458358764648
63              0.75            1464            [15,36,31,48,0,28,56,22,49,35,38]                  11                             500013          37543           1.8893544673919678
64              0.125           252             [47,51,23]                                         3                              500002          124236          2.020453929901123
64              0.25            504             [54,37,42,25]                                      4                              500000          94105           1.8345005512237549
64              0.5             1008            [43,23,54,1,34,50,9]                               7                              500007          62520           1.6892845630645752
64              0.75            1512            [26,5,15,23,3,41,44,25,28,56,46,34]                12                             500004          35072           1.8460559844970703
65              0.125           260             [55,24,3,6]                                        4                              500000          118572          2.0042121410369873
65              0.25            520             [24,32,44,25]                                      4                              500003          94087           1.8485183715820312
65              0.5             1040            [43,22,1,31,38,44,35]                              7                              500000          62493           1.673387050628662
65              0.75            1560            [4,11,41,47,44,25,40,49,24,16,37,63]               12                             500001          35321           1.893125057220459
66              0.125           268             [21,12,23]                                         3                              500001          124347          2.0471227169036865
66              0.25            536             [26,59,15,58]                                      4                              500006          93278           1.842961072921753
66              0.5             1072            [11,22,27,46,61,40,52,35]                          8                              500007          58603           1.6471130847930908
66              0.75            1608            [26,23,44,56,13,17,52,39,54,14,38]                 11                             500007          37101           1.869727373123169
67              0.125           276             [56,31,16,52]                                      4                              500002          102964          1.8623080253601074
67              0.25            552             [26,14,8,33]                                       4                              500001          93509           1.8356399536132812
67              0.5             1105            [4,5,14,10,31,61,58]                               7                              500006          64938           1.7146539688110352
67              0.75            1658            [26,4,15,31,48,64,0,21,6,39,32,62]                 12                             500023          34346           1.9256024360656738
68              0.125           284             [55,8,30]                                          3                              500000          124425          2.0667154788970947
68              0.25            569             [19,23,20,12]                                      4                              500003          93361           1.8296446800231934
68              0.5             1139            [55,21,8,20,13,37,35]                              7                              500001          61625           1.6985137462615967
68              0.75            1708            [4,15,23,40,64,49,20,57,13,62,10,33]               12                             500017          36658           1.8915491104125977
69              0.125           293             [22,47,48]                                         3                              500002          124449          2.056260824203491
69              0.25            586             [29,60,24,27]                                      4                              500004          93421           1.8640079498291016
69              0.5             1173            [19,11,39,49,14,41]                                6                              500002          63462           1.7097206115722656
69              0.75            1759            [15,68,31,44,40,7,17,55,37,61,58,65]               12                             500013          33275           1.8909778594970703
70              0.125           301             [19,51,69]                                         3                              500003          124405          2.062025785446167
70              0.25            603             [26,22,60,38]                                      4                              500003          93906           1.863407850265503
70              0.5             1207            [19,39,17,68,31,58,51]                             7                              500000          62612           1.7112560272216797
70              0.75            1811            [26,11,36,3,31,25,51,27,9,16,54]                   11                             500005          36967           1.8807661533355713
71              0.125           310             [4,26,56]                                          3                              500000          124514          2.081533432006836
71              0.25            621             [11,3,50,25,51]                                    5                              500004          90945           1.833057165145874
71              0.5             1242            [29,23,65,27,66,44,9]                              7                              500004          62003           1.6934199333190918
71              0.75            1863            [4,36,41,47,51,64,52,35,19,16,12,50]               12                             500011          35947           1.8966407775878906
72              0.125           319             [7,54,45]                                          3                              500000          124324          2.0756328105926514
72              0.25            639             [22,23,20,34,25]                                   5                              500002          83825           1.7674643993377686
72              0.5             1278            [43,15,56,66,46,40,9]                              7                              500006          63216           1.7175629138946533
72              0.75            1917            [11,48,18,17,52,67,16,12,37,53,33]                 11                             500005          37108           1.8823761940002441
73              0.125           328             [15,57,9,0]                                        4                              500000          107748          1.9347143173217773
73              0.25            657             [15,23,31,38,63]                                   5                              500000          85847           1.7964742183685303
73              0.5             1314            [19,31,41,6,13,44]                                 6                              500002          63489           1.7205865383148193
73              0.75            1971            [4,11,15,36,68,41,51,66,35,19,24,43]               12                             500003          33360           1.9426953792572021
74              0.125           337             [4,45,40]                                          3                              500003          124352          2.056856393814087
74              0.25            675             [19,22,23,20,1]                                    5                              500005          89257           1.8256661891937256
74              0.5             1350            [19,59,50,3,63,2,35]                               7                              500005          62511           1.714798927307129
74              0.75            2025            [11,15,31,71,18,46,2,67,70,29,61,50,33]            13                             500000          34130           1.9738335609436035
75              0.125           346             [73,70,14]                                         3                              500002          124304          2.0856571197509766
75              0.25            693             [68,13,66,42,52]                                   5                              500002          84458           1.774118185043335
75              0.5             1387            [4,70,69,45,10,42,61]                              7                              500001          64083           1.7149651050567627
75              0.75            2081            [5,15,8,31,42,0,13,32,54,10,2]                     11                             500005          36725           1.93194580078125
76              0.125           356             [60,3,2,28]                                        4                              500002          111050          1.9624676704406738
76              0.25            712             [11,29,15,7,38]                                    5                              500001          89246           1.8109827041625977
76              0.5             1425            [4,11,22,30,6,12,72]                               7                              500006          61957           1.7435550689697266
76              0.75            2137            [5,11,23,8,41,40,6,52,19,12,50,34]                 12                             500009          35911           1.939542531967163
77              0.125           365             [26,18,9]                                          3                              500002          124243          2.0872018337249756
77              0.25            731             [20,53,14,13,72]                                   5                              500001          87391           1.843595266342163
77              0.5             1463            [43,60,68,20,7,64,28]                              7                              500002          61558           1.7481720447540283
77              0.75            2194            [26,4,36,76,22,45,13,9,39,53,10]                   11                             500000          37386           1.944476842880249
78              0.125           375             [73,31,76]                                         3                              500003          124457          2.0785512924194336
78              0.25            750             [39,10,66,9]                                       4                              500002          93359           1.8846774101257324
78              0.5             1501            [26,11,19,74,10,41,17]                             7                              500002          61549           1.7497060298919678
78              0.75            2252            [4,26,15,68,3,44,42,21,13,52,69,54,38]             13                             500005          33422           1.960611343383789
79              0.125           385             [39,22,32,27]                                      4                              500000          113361          2.005901336669922
79              0.25            770             [11,7,44,73]                                       4                              500003          94451           1.8807308673858643
79              0.5             1540            [19,5,69,29,21,13,78]                              7                              500003          61393           1.7286596298217773
79              0.75            2310            [4,5,41,42,25,28,18,6,67,19,14,72]                 12                             500006          33602           1.9009687900543213
80              0.125           395             [13,63,22]                                         3                              500001          124337          2.076566696166992
80              0.25            790             [69,45,1,61,35]                                    5                              500003          86364           1.797039270401001
80              0.5             1580            [43,15,71,6,41,48,76]                              7                              500005          61519           1.7206952571868896
80              0.75            2370            [23,41,47,44,73,48,60,66,17,50,38,75]              12                             500001          34580           1.9146838188171387
81              0.125           405             [56,23,62,50]                                      4                              500001          103723          1.9126484394073486
81              0.25            810             [19,45,1,71,75]                                    5                              500002          91796           1.8554422855377197
81              0.5             1620            [26,59,1,16,47,44,9]                               7                              500000          61995           1.7181730270385742
81              0.75            2430            [26,59,8,47,51,64,18,7,66,80,55]                   11                             500002          36976           1.9331724643707275
82              0.125           415             [26,2,51]                                          3                              500002          124292          2.073608160018921
82              0.25            830             [60,23,34,61,9]                                    5                              500004          87583           1.8258376121520996
82              0.5             1660            [4,11,18,8,42,50,40]                               7                              500001          62068           1.7194232940673828
82              0.75            2490            [4,68,8,81,51,6,80,70,39,69,12,75]                 12                             500002          33081           1.8999593257904053
83              0.125           425             [4,27,52]                                          3                              500000          124280          2.086566209793091
83              0.25            850             [19,10,67,76,28]                                   5                              500005          88583           1.8524153232574463
83              0.5             1701            [15,9,65,68,7,75,28]                               7                              500000          61490           1.7237863540649414
83              0.75            2552            [11,23,36,31,71,63,49,13,35,24,16,38,2]            13                             500011          32778           1.9596977233886719
84              0.125           435             [12,75,24]                                         3                              500002          124377          2.0933377742767334
84              0.25            871             [11,22,57,47,82]                                   5                              500002          86792           1.8057854175567627
84              0.5             1743            [4,59,6,78,63,67]                                  6                              500006          62969           1.719771146774292
84              0.75            2614            [5,68,44,42,22,57,35,12,65,34,72]                  11                             500005          37164           1.9285075664520264
85              0.125           446             [70,22,81]                                         3                              500002          124379          2.1439919471740723
85              0.25            892             [69,24,83,40]                                      4                              500000          94595           1.9216105937957764
85              0.5             1785            [11,23,32,31,34,9,0]                               7                              500002          61484           1.752331018447876
85              0.75            2677            [26,59,44,51,28,7,57,66,19,29,55,14,77]            13                             500013          33233           2.0172741413116455
86              0.125           456             [22,50,33,34]                                      4                              500001          104505          1.9398703575134277
86              0.25            913             [22,32,45,73,0]                                    5                              500003          91520           1.8926279544830322
86              0.5             1827            [39,56,62,68,54,57,47]                             7                              500006          61806           1.7556984424591064
86              0.75            2741            [11,36,31,47,51,64,76,28,20,18,30,37,77]           13                             500004          33543           1.9295713901519775
87              0.125           467             [22,32,54]                                         3                              500003          124300          2.0594022274017334
87              0.25            935             [56,36,27,50]                                      4                              500001          93515           1.86714506149292
87              0.5             1870            [39,22,24,74,44,34,51]                             7                              500001          62394           1.7201592922210693
87              0.75            2805            [4,8,71,41,81,79,44,82,73,74,84,50,34]             13                             500006          35806           1.9038410186767578
88              0.125           478             [80,30,24]                                         3                              500000          124273          2.066582441329956
88              0.25            957             [39,59,16,40]                                      4                              500001          94113           1.8510894775390625
