Vertices;Edge_Percentage;Edges;Maximum_Clique;Maximum_Clique_Size;Operations;Attempts;Time
19;0.75;128;[9,8,3,13,10,16,1];7;1006;65;0.0029981136322021484
20;0.125;23;[4,2];2;1000;247;0.004000663757324219
20;0.25;47;[2,6,0];3;1000;217;0.0035104751586914062
20;0.5;95;[1,2,3,9,10];5;1005;143;0.003000020980834961
20;0.75;142;[0,1,3,6,8,12,13,19];8;1008;43;0.0019998550415039062
21;0.125;26;[8,3,1];3;1003;228;0.004509925842285156
21;0.25;52;[16,1,3];3;1001;217;0.004000425338745117
21;0.5;105;[0,3,5,12,19];5;1002;126;0.005509853363037109
21;0.75;157;[1,2,6,7,8,16,19];7;1008;66;0.003000497817993164
22;0.125;28;[16,3,15];3;1002;225;0.0029997825622558594
22;0.25;57;[16,2,5];3;1002;219;0.00551295280456543
22;0.5;115;[9,20,10,11];4;1003;131;0.003002166748046875
22;0.75;173;[1,3,4,9,14,16,17,19];8;1028;53;0.0030007362365722656
23;0.125;31;[16,20];2;1002;245;0.0035130977630615234
23;0.25;63;[22,15,9];3;1002;223;0.0039975643157958984
23;0.5;126;[20,22,14,10,17];5;1006;135;0.003507852554321289
23;0.75;189;[1,2,3,4,5,9,18];7;1013;66;0.003003835678100586
24;0.125;34;[22,6,16];3;1004;239;0.003000020980834961
24;0.25;69;[21,8,6];3;1000;214;0.0035037994384765625
24;0.5;138;[0,9,22,19,16];5;1003;129;0.0040094852447509766
24;0.75;207;[4,20,10,13,18,7,23,21];8;1012;69;0.0029985904693603516
25;0.125;37;[24,7,19];3;1002;249;0.003511667251586914
25;0.25;75;[2,21,20];3;1002;225;0.003999948501586914
25;0.5;150;[4,22,14,8,2];5;1004;129;0.004001140594482422
25;0.75;225;[2,3,4,7,8,13,19,23,24];9;1004;63;0.003200054168701172
26;0.125;40;[0,23];2;1002;258;0.003997802734375
26;0.25;81;[14,18,20];3;1003;225;0.0039997100830078125
26;0.5;162;[20,8,6,16];4;1003;154;0.004511594772338867
26;0.75;243;[0,2,3,6,8,13,15,21,24];9;1004;68;0.0040013790130615234
27;0.125;43;[4,7];2;1000;254;0.003509998321533203
27;0.25;87;[22,16,9];3;1003;233;0.004001140594482422
27;0.5;175;[9,22,14,8,12];5;1000;141;0.003997802734375
27;0.75;263;[0,1,6,10,16,19,20];7;1010;81;0.003515005111694336
28;0.125;47;[8,3,23];3;1001;232;0.004997968673706055
28;0.25;94;[16,23,17];3;1002;215;0.006513833999633789
28;0.5;189;[24,8,10,12,1];5;1000;132;0.005038022994995117
28;0.75;283;[0,2,7,10,13,14,17,23,26];9;1022;62;0.005006551742553711
29;0.125;50;[14,5,21];3;1003;225;0.00451350212097168
29;0.25;101;[21,5,15];3;1002;227;0.004004478454589844
29;0.5;203;[0,9,3,12,23];5;1004;139;0.003999471664428711
29;0.75;304;[0,9,20,25,3,26,18,28,5];9;1007;61;0.0035088062286376953
30;0.125;54;[22,16,20];3;1002;246;0.004004240036010742
30;0.25;108;[14,8,24];3;1000;224;0.002999544143676758
30;0.5;217;[9,22,26,16];4;1003;157;0.004512310028076172
30;0.75;326;[0,5,8,10,11,18,22,25];8;1004;71;0.002999544143676758
31;0.125;58;[27,1,15];3;1001;236;0.004000186920166016
31;0.25;116;[4,3,5];3;1001;221;0.0052373409271240234
31;0.5;232;[22,14,10,2,15];5;1003;135;0.0029997825622558594
31;0.75;348;[0,1,2,5,14,16,22,30];8;1007;69;0.003506898880004883
32;0.125;62;[1,6,11];3;1001;238;0.0040035247802734375
32;0.25;124;[8,3,26];3;1009;220;0.002998828887939453
32;0.5;248;[1,7,16,17,27];5;1005;131;0.004510164260864258
32;0.75;372;[0,2,3,5,6,9,13,14,21,24,25];11;1026;55;0.0029990673065185547
33;0.125;66;[4,29,15];3;1003;232;0.003999471664428711
33;0.25;132;[8,10,21];3;1000;218;0.004510402679443359
33;0.5;264;[9,14,23,27,28];5;1004;140;0.004000186920166016
33;0.75;396;[1,3,11,15,17,30,31,32];8;1024;69;0.0045125484466552734
34;0.125;70;[12,33,18];3;1002;247;0.0040018558502197266
34;0.25;140;[1,19,26];3;1002;227;0.0035011768341064453
34;0.5;280;[4,25,17,29,28,11];6;1004;141;0.0040056705474853516
34;0.75;420;[2,4,6,7,9,11,16,23];8;1008;68;0.003000497817993164
