Vertices;Edge_Percentage;Edges;Maximum_Clique;Maximum_Clique_Size;Operations;Attempts;Time
1000000;0.125;7586063;[0,15786,481182,588007];4;500000;1;1.5320241451263428
250;0.25;1273;[20,164,220,75];4;500000;99368;2.291807174682617
13;0.5;13;[4,5,3];3;500000;122055;1.8372750282287598
