Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
91              0.25            1023            [72,74,60]                                         3                              5003            1213            0.020201683044433594
91              0.5             2047            [79,56,18,74,33]                                   5                              5002            774             0.01902604103088379
91              0.75            3071            [50,70,74,30,44,57,21,15,37]                       9                              5003            419             0.019028425216674805
92              0.125           523             [81,87,77]                                         3                              5003            1234            0.02055668830871582
92              0.25            1046            [18,77,13,81]                                      4                              5008            940             0.018686771392822266
92              0.5             2093            [79,31,35,76,57,0]                                 6                              5005            663             0.017552614212036133
92              0.75            3139            [50,31,28,35,75,38,27,51]                          8                              5008            422             0.01902008056640625
93              0.125           534             [4,72,21]                                          3                              5000            1243            0.02059650421142578
93              0.25            1069            [41,49,20]                                         3                              5003            1215            0.021552324295043945
93              0.5             2139            [46,79,28,18,61,88]                                6                              5000            630             0.018611431121826172
93              0.75            3208            [46,9,84,52,32,20,27,18,34]                        9                              5014            416             0.020534753799438477
94              0.125           546             [93,84,35]                                         3                              5002            1255            0.020025014877319336
94              0.25            1092            [79,5,81]                                          3                              5002            1191            0.021030664443969727
94              0.5             2185            [37,31,67,88,24,64]                                6                              5003            673             0.018024682998657227
94              0.75            3278            [50,31,43,91,2,89,88,36,20,53,72]                  11                             5009            382             0.020025968551635742
95              0.125           558             [5,26,67]                                          3                              5001            1251            0.021544694900512695
95              0.25            1116            [37,84,11,69]                                      4                              5002            959             0.019024133682250977
95              0.5             2232            [37,80,71,8,81]                                    5                              5000            777             0.018019437789916992
95              0.75            3348            [54,70,26,32,18,40,24,34,6]                        9                              5004            413             0.02002406120300293
96              0.125           570             [50,48,27]                                         3                              5001            1257            0.023023605346679688
96              0.25            1140            [4,60,17]                                          3                              5001            1209            0.022026538848876953
96              0.5             2280            [37,90,56,43,91]                                   5                              5003            771             0.019612789154052734
96              0.75            3420            [50,62,43,75,4,82,85,65,20]                        9                              5003            423             0.02002859115600586
97              0.125           582             [23,76,66]                                         3                              5002            1256            0.02254033088684082
97              0.25            1164            [90,87,13,51]                                      4                              5002            1065            0.020087003707885742
97              0.5             2328            [62,71,18,93,96,20]                                6                              5004            773             0.02079153060913086
97              0.75            3492            [95,84,36,96,78,58,92,37,34,81]                    10                             5018            379             0.022216081619262695
98              0.125           594             [82,94,73]                                         3                              5002            1291            0.025023221969604492
98              0.25            1188            [19,35,21,95]                                      4                              5001            1043            0.021542072296142578
98              0.5             2376            [46,28,43,16,64]                                   5                              5001            775             0.01851940155029297
98              0.75            3564            [54,17,74,47,8,58,10,24,72,81]                     10                             5001            398             0.020028352737426758
99              0.125           606             [54,28,81]                                         3                              5003            1261            0.023549556732177734
99              0.25            1212            [46,78,73,96]                                      4                              5002            1064            0.024023056030273438
99              0.5             2425            [46,18,47,76,30]                                   5                              5000            785             0.019649744033813477
99              0.75            3638            [50,70,43,84,94,96,8,56,16]                        9                              5005            422             0.02054619789123535
100             0.125           618             [24,36,10]                                         3                              5002            1275            0.022025585174560547
100             0.25            1237            [5,19,38]                                          3                              5003            1197            0.023538589477539062
100             0.5             2475            [46,1,94,89,12,57]                                 6                              5006            697             0.019018888473510742
100             0.75            3712            [50,9,26,95,67,35,71,81,6]                         9                              5006            414             0.021031618118286133
101             0.125           631             [41,40,84]                                         3                              5003            1242            0.02202606201171875
101             0.25            1262            [49,37,39,0]                                       4                              5004            1209            0.02102184295654297
101             0.5             2525            [1,92,30,51,93]                                    5                              5002            786             0.021044015884399414
101             0.75            3787            [54,46,25,60,21,92,15,37,97]                       9                              5002            406             0.022023677825927734
102             0.125           643             [71,46,73]                                         3                              5001            1258            0.02254009246826172
102             0.25            1287            [82,51,92,57]                                      4                              5003            943             0.020032644271850586
102             0.5             2575            [54,46,19,17,30]                                   5                              5005            762             0.02102184295654297
102             0.75            3863            [46,28,91,33,38,82,85,99,72,93]                    10                             5000            365             0.02091383934020996
103             0.125           656             [49,23,82]                                         3                              5003            1245            0.02503061294555664
103             0.25            1313            [7,3,0]                                            3                              5001            1196            0.0235440731048584
103             0.5             2626            [101,37,70,43,67]                                  5                              5005            771             0.021029233932495117
103             0.75            3939            [31,33,38,52,82,41,37,59,3]                        9                              5003            416             0.022028684616088867
104             0.125           669             [87,74,62]                                         3                              5003            1251            0.024028301239013672
104             0.25            1339            [54,60,22]                                         3                              5000            1201            0.023545026779174805
104             0.5             2678            [54,21,56,48,42]                                   5                              5003            772             0.020022869110107422
104             0.75            4017            [31,62,75,52,94,89,76,39,49,34,83,6]               12                             5000            403             0.02302861213684082
105             0.125           682             [70,12,68]                                         3                              5000            1254            0.023027420043945312
105             0.25            1365            [1,25,49,42]                                       4                              5002            975             0.019595623016357422
105             0.5             2730            [79,80,94,34,83]                                   5                              5007            782             0.02002716064453125
105             0.75            4095            [79,26,31,67,36,30,86,48,11]                       9                              5005            421             0.020024538040161133
106             0.125           695             [4,91,100]                                         3                              5003            1274            0.026540279388427734
106             0.25            1391            [61,82,69]                                         3                              5001            1207            0.026217937469482422
106             0.5             2782            [50,74,14,98,38,63]                                6                              5005            750             0.019344329833984375
106             0.75            4173            [54,9,85,53,99,71,80,77,16,83]                     10                             5012            379             0.021036863327026367
107             0.125           708             [58,78,0]                                          3                              5000            1369            0.024027585983276367
107             0.25            1417            [104,79,1,80]                                      4                              5000            1043            0.02102947235107422
107             0.5             2835            [50,1,9,77,16,0]                                   6                              5002            719             0.020040035247802734
107             0.75            4253            [28,75,52,36,65,63,5,10,102]                       9                              5001            421             0.022029638290405273
108             0.125           722             [55,50,106]                                        3                              5002            1256            0.022536039352416992
108             0.25            1444            [77,12,105]                                        3                              5002            1201            0.02202773094177246
108             0.5             2889            [105,33,27,36,88]                                  5                              5005            782             0.021026611328125
108             0.75            4333            [70,91,38,2,8,58,14,93,6]                          9                              5003            406             0.0216217041015625
109             0.125           735             [50,69,44]                                         3                              5002            1272            0.0236203670501709
109             0.25            1471            [4,24,103,51]                                      4                              5002            1045            0.021018266677856445
109             0.5             2943            [101,28,61,88,97]                                  5                              5001            759             0.019593477249145508
109             0.75            4414            [104,79,31,70,67,99,100,58,21,37,102]              11                             5004            374             0.02140069007873535
110             0.125           749             [101,86,72]                                        3                              5001            1291            0.023534774780273438
110             0.25            1498            [18,108,25]                                        3                              5003            1214            0.022022247314453125
110             0.5             2997            [46,23,56,25,34]                                   5                              5004            764             0.01961207389831543
110             0.75            4496            [46,70,106,62,25,84,99,55,24,1,49]                 11                             5000            365             0.02153325080871582
111             0.125           763             [104,79,76]                                        3                              5003            1242            0.022900104522705078
111             0.25            1526            [62,84,34]                                         3                              5003            1196            0.021527767181396484
111             0.5             3052            [28,47,84,88,66]                                   5                              5003            770             0.02102375030517578
111             0.75            4578            [106,91,67,4,110,98,41,71,1,49,51]                 11                             5001            371             0.021560192108154297
112             0.125           777             [37,42,56]                                         3                              5003            1250            0.02202296257019043
112             0.25            1554            [83,23,52]                                         3                              5001            1211            0.022905588150024414
112             0.5             3108            [31,35,52,58,69]                                   5                              5004            770             0.02101874351501465
112             0.75            4662            [28,106,9,62,4,12,92,77,87]                        9                              5003            411             0.02065587043762207
113             0.125           791             [41,86,110]                                        3                              5003            1246            0.023023128509521484
113             0.25            1582            [37,93,110,20]                                     4                              5001            1028            0.02710580825805664
113             0.5             3164            [23,70,107,24,83]                                  5                              5004            757             0.02102494239807129
113             0.75            4746            [31,106,17,99,19,35,71,61,77,93]                   10                             5005            397             0.02303004264831543
114             0.125           805             [110,106,111]                                      3                              5001            1247            0.02954864501953125
114             0.25            1610            [54,31,10,100]                                     4                              5001            1083            0.0240325927734375
114             0.5             3220            [101,1,59,41,86,7]                                 6                              5003            777             0.020741939544677734
114             0.75            4830            [26,95,112,47,19,21,22,87,107,81]                  10                             5001            375             0.0220181941986084
115             0.125           819             [58,42,111]                                        3                              5002            1246            0.023026704788208008
115             0.25            1638            [101,106,77,41]                                    4                              5000            920             0.022887468338012695
115             0.5             3277            [37,26,75,17,11,89]                                6                              5005            738             0.020781755447387695
115             0.75            4916            [46,31,67,17,97,32,20,92,37,80]                    10                             5006            386             0.022023677825927734
116             0.125           833             [74,39,111]                                        3                              5002            1249            0.023027896881103516
116             0.25            1667            [43,23,22]                                         3                              5000            1214            0.023537874221801758
116             0.5             3335            [79,62,74,52,15]                                   5                              5003            761             0.020914316177368164
116             0.75            5002            [104,26,36,30,68,63,18,76,61,77,16]                11                             5010            380             0.022031068801879883
117             0.125           848             [2,19,63]                                          3                              5000            1250            0.023018836975097656
117             0.25            1696            [55,14,47]                                         3                              5003            1201            0.022522687911987305
117             0.5             3393            [101,115,95,28,108]                                5                              5001            771             0.02002096176147461
117             0.75            5089            [50,79,4,89,82,71,92,59,90]                        9                              5006            430             0.023036479949951172
118             0.125           862             [55,108,13]                                        3                              5002            1293            0.024024009704589844
118             0.25            1725            [116,77,87,58]                                     4                              5004            1091            0.022530317306518555
118             0.5             3451            [70,47,33,107,66]                                  5                              5003            764             0.020025014877319336
118             0.75            5177            [9,26,95,94,74,10,59,72,97]                        9                              5000            417             0.023029565811157227
119             0.125           877             [47,110,21]                                        3                              5003            1296            0.023762226104736328
119             0.25            1755            [104,79,1]                                         3                              5002            1203            0.023920536041259766
119             0.5             3510            [99,112,77,16,40,32]                               6                              5000            687             0.020931720733642578
119             0.75            5265            [104,46,62,9,70,84,110,53,16,103]                  10                             5000            370             0.021000385284423828
120             0.125           892             [101,117,80]                                       3                              5003            1274            0.024528026580810547
120             0.25            1785            [4,87,84]                                          3                              5003            1200            0.022528409957885742
120             0.5             3570            [116,106,28,16,15]                                 5                              5004            766             0.02002406120300293
120             0.75            5355            [79,75,96,115,44,57,77,42,97]                      9                              5000            426             0.021022319793701172
121             0.125           907             [37,23,41]                                         3                              5003            1252            0.0230252742767334
121             0.25            1815            [119,29,27]                                        3                              5000            1199            0.023095369338989258
121             0.5             3630            [95,60,30,40,65]                                   5                              5005            763             0.0210268497467041
121             0.75            5445            [104,79,62,43,85,74,76,73,66]                      9                              5003            415             0.024085044860839844
122             0.125           922             [24,11,73]                                         3                              5000            1267            0.025037765502929688
122             0.25            1845            [85,74,83]                                         3                              5002            1202            0.02370452880859375
122             0.5             3690            [104,106,49,100,111,32]                            6                              5011            767             0.02297377586364746
122             0.75            5535            [46,59,5,67,8,42,109,51,32,119,44]                 11                             5009            403             0.025029659271240234
123             0.125           937             [120,2,108]                                        3                              5001            1252            0.026921510696411133
123             0.25            1875            [95,85,30]                                         3                              5003            1203            0.02331233024597168
123             0.5             3751            [114,87,42,100,73]                                 5                              5005            770             0.02459406852722168
123             0.75            5627            [54,106,62,43,84,94,88,30,103]                     9                              5004            419             0.02299952507019043
124             0.125           953             [11,107,20]                                        3                              5003            1244            0.023236989974975586
124             0.25            1906            [31,113,7]                                         3                              5003            1205            0.024319887161254883
124             0.5             3813            [50,70,13,51,6]                                    5                              5004            772             0.02002716064453125
124             0.75            5719            [106,91,12,99,74,47,30,58,29]                      9                              5001            423             0.021029233932495117
125             0.125           968             [109,28,67]                                        3                              5002            1298            0.02553725242614746
125             0.25            1937            [55,11,31]                                         3                              5002            1192            0.02378988265991211
125             0.5             3875            [37,113,26,121,98]                                 5                              5001            764             0.020531415939331055
125             0.75            5812            [54,46,75,89,32,53,55,10,24,117]                   10                             5006            364             0.02254319190979004
126             0.125           984             [70,9,0]                                           3                              5003            1265            0.024096012115478516
126             0.25            1968            [116,79,59,56]                                     4                              5004            1165            0.024027109146118164
126             0.5             3937            [37,46,117,8,61,108]                               6                              5000            645             0.019544601440429688
126             0.75            5906            [70,91,75,32,85,120,44,123,22,16]                  10                             5008            382             0.022676706314086914
127             0.125           1000            [91,60,27]                                         3                              5000            1242            0.02502894401550293
127             0.25            2000            [72,2,109,85]                                      4                              5002            1048            0.02202916145324707
127             0.5             4000            [116,17,63,34,85]                                  5                              5002            773             0.021538257598876953
127             0.75            6000            [50,25,43,91,78,100,10,48,107,13]                  10                             5010            371             0.023531675338745117
128             0.125           1016            [125,17,65]                                        3                              5001            1275            0.0247499942779541
128             0.25            2032            [104,70,26]                                        3                              5003            1204            0.025546789169311523
128             0.5             4064            [50,121,56,41,86,93]                               6                              5005            709             0.02402973175048828
128             0.75            6096            [28,38,121,47,100,68,120,57,37,59,81]              11                             5008            390             0.021528244018554688
129             0.125           1032            [58,114,44]                                        3                              5001            1311            0.024061203002929688
129             0.25            2064            [87,74,46]                                         3                              5001            1194            0.022719144821166992
129             0.5             4128            [28,80,84,103,44]                                  5                              5004            768             0.01924729347229004
129             0.75            6192            [46,28,31,34,52,65,32,98,66]                       9                              5003            413             0.021537303924560547
130             0.125           1048            [116,37,77]                                        3                              5003            1264            0.022137165069580078
130             0.25            2096            [78,90,56,65]                                      4                              5000            929             0.02001810073852539
130             0.5             4192            [59,99,39,67,11,66]                                6                              5001            658             0.01901555061340332
130             0.75            6288            [50,46,106,25,2,59,39,22,64]                       9                              5001            409             0.023165464401245117
131             0.125           1064            [67,74,109]                                        3                              5002            1245            0.0241241455078125
131             0.25            2128            [23,20,122]                                        3                              5001            1205            0.023536205291748047
131             0.5             4257            [70,48,77,16,38,93]                                6                              5006            750             0.024039745330810547
131             0.75            6386            [50,31,95,2,65,20,74,21,49]                        9                              5006            420             0.02655506134033203
132             0.125           1080            [35,88,0]                                          3                              5003            1280            0.024534940719604492
132             0.25            2161            [103,82,44]                                        3                              5000            1220            0.025851964950561523
132             0.5             4323            [126,79,74,112,4]                                  5                              5003            784             0.02102351188659668
132             0.75            6484            [70,106,75,2,19,41,100,21,34]                      9                              5003            424             0.023028850555419922
133             0.125           1097            [5,115,42]                                         3                              5002            1244            0.022619247436523438
133             0.25            2194            [101,96,131]                                       3                              5005            1204            0.02353978157043457
133             0.5             4389            [90,121,123,16,110,89]                             6                              5001            637             0.020020723342895508
133             0.75            6583            [50,31,95,85,115,116,35,92,69,90,64]               11                             5010            383             0.024881362915039062
134             0.125           1113            [85,92,18]                                         3                              5000            1253            0.031677961349487305
134             0.25            2227            [54,33,48]                                         3                              5002            1196            0.030029296875 
134             0.5             4455            [1,115,47,124,12,96]                               6                              5005            687             0.024538755416870117
134             0.75            6683            [79,62,67,112,30,68,57,22,64]                      9                              5003            410             0.024025917053222656
135             0.125           1130            [112,14,100]                                       3                              5003            1243            0.026604413986206055
135             0.25            2261            [114,62,22]                                        3                              5002            1209            0.02473306655883789
135             0.5             4522            [79,62,47,48,40,65]                                6                              5004            713             0.021025657653808594
135             0.75            6783            [54,50,70,33,133,120,61,130,107,51]                10                             5013            372             0.02303314208984375
136             0.125           1147            [103,35,57]                                        3                              5001            1285            0.023140907287597656
136             0.25            2295            [34,74,94]                                         3                              5002            1207            0.0230557918548584
136             0.5             4590            [28,59,36,51,32,129]                               6                              5001            633             0.023040294647216797
136             0.75            6885            [28,106,75,4,8,86,15,77,103]                       9                              5012            418             0.026128768920898438
137             0.125           1164            [10,61,13]                                         3                              5002            1243            0.025543928146362305
137             0.25            2329            [113,121,67,10]                                    4                              5001            1187            0.03208565711975098
137             0.5             4658            [50,59,121,17,27]                                  5                              5001            761             0.036571502685546875
137             0.75            6987            [104,79,112,75,67,110,0,92,1,118]                  10                             5002            406             0.03156638145446777
138             0.125           1181            [83,66,18]                                         3                              5003            1278            0.033156633377075195
138             0.25            2363            [28,79,68,29]                                      4                              5004            1069            0.029111623764038086
138             0.5             4726            [116,95,137,42,108]                                5                              5005            771             0.027147531509399414
138             0.75            7089            [46,95,36,85,121,55,21,61,66]                      9                              5008            419             0.024566173553466797
139             0.125           1198            [94,26,75]                                         3                              5000            1296            0.028106689453125
139             0.25            2397            [80,65,62]                                         3                              5000            1208            0.03874468803405762
139             0.5             4795            [99,125,5,16,87]                                   5                              5005            784             0.03161215782165527
139             0.75            7193            [46,96,135,55,133,98,16,42,51]                     9                              5009            420             0.028548717498779297
140             0.125           1216            [114,29,112]                                       3                              5000            1261            0.029622793197631836
140             0.25            2432            [50,106,18,102]                                    4                              5004            1060            0.026671648025512695
140             0.5             4865            [135,126,131,25,77,44]                             6                              5013            701             0.022675037384033203
140             0.75            7297            [9,25,112,36,32,41,58,18,81,64]                    10                             5007            396             0.024091005325317383
141             0.125           1233            [97,11,112]                                        3                              5002            1259            0.024259328842163086
141             0.25            2467            [103,10,139]                                       3                              5003            1202            0.025065898895263672
141             0.5             4935            [54,28,78,99,14,17]                                6                              5003            661             0.021025657653808594
141             0.75            7402            [54,9,106,91,65,86,71,139,13]                      9                              5005            415             0.024269580841064453
142             0.125           1251            [125,79,69]                                        3                              5001            1261            0.02475595474243164
142             0.25            2502            [74,140,14]                                        3                              5003            1200            0.025446414947509766
142             0.5             5005            [141,140,17,97,96]                                 5                              5000            752             0.02073812484741211
142             0.75            7508            [31,25,84,75,134,135,19,128,124]                   9                              5018            423             0.02154707908630371
143             0.125           1269            [4,104,106]                                        3                              5003            1242            0.031101703643798828
143             0.25            2538            [4,43,111]                                         3                              5001            1196            0.023214101791381836
143             0.5             5076            [46,80,98,11,120]                                  5                              5004            756             0.022540807723999023
143             0.75            7614            [50,113,142,129,58,24,39,130,6]                    9                              5010            409             0.02403879165649414
144             0.125           1287            [137,52,25]                                        3                              5000            1263            0.025065898895263672
144             0.25            2574            [115,121,8,49]                                     4                              5003            1089            0.024038076400756836
144             0.5             5148            [9,92,109,68,119]                                  5                              5002            772             0.02154707908630371
144             0.75            7722            [91,140,109,88,36,89,20,137,108,117]               10                             5017            399             0.022554874420166016
145             0.125           1305            [50,1,97]                                          3                              5000            1284            0.024035215377807617
145             0.25            2610            [35,19,123,48]                                     4                              5008            1191            0.02265334129333496
145             0.5             5220            [104,78,26,14,124,36]                              6                              5001            651             0.020556926727294922
145             0.75            7830            [106,62,36,8,7,126,24,114,97]                      9                              5002            408             0.025554180145263672
146             0.125           1323            [127,103,25]                                       3                              5001            1251            0.023885250091552734
146             0.25            2646            [98,102,100,134]                                   4                              5001            1169            0.02425074577331543
146             0.5             5292            [37,124,84,30,2,120]                               6                              5004            719             0.02117013931274414
146             0.75            7938            [79,106,33,110,41,76,40,24,103]                    9                              5010            416             0.024115800857543945
147             0.125           1341            [103,98,10]                                        3                              5003            1247            0.026855945587158203
147             0.25            2682            [103,86,143]                                       3                              5002            1201            0.02579045295715332
147             0.5             5365            [115,117,8,85,93]                                  5                              5005            772             0.02454352378845215
147             0.75            8048            [79,62,112,75,12,99,74,7,146,42]                   10                             5017            364             0.02626204490661621
148             0.125           1359            [72,93,31]                                         3                              5000            1255            0.023030996322631836
148             0.25            2719            [125,28,108]                                       3                              5002            1198            0.02661442756652832
148             0.5             5439            [104,25,34,96,0]                                   5                              5002            767             0.024300098419189453
148             0.75            8158            [50,84,2,94,85,100,116,128,23]                     9                              5009            423             0.02498483657836914
149             0.125           1378            [72,15,108]                                        3                              5000            1256            0.027550458908081055
149             0.25            2756            [74,78,90]                                         3                              5002            1194            0.026863574981689453
149             0.5             5513            [99,55,56,127,64]                                  5                              5003            765             0.027694225311279297
149             0.75            8269            [113,131,67,75,82,20,86,1,118,13]                  10                             5005            426             0.02631092071533203
150             0.125           1396            [46,67,128]                                        3                              5001            1248            0.02459096908569336
150             0.25            2793            [16,32,48,88]                                      4                              5001            1191            0.022982120513916016
150             0.5             5587            [135,112,30,13,89,44]                              6                              5004            719             0.020543336868286133
150             0.75            8381            [28,140,17,115,41,126,136,87,3,97]                 10                             5015            372             0.021822690963745117
