Vertices;Edge_Percentage;Edges;Maximum_Clique;Maximum_Clique_Size;Operations;Attempts;Time
20;0.5;95;[1,2,3,9,10];5;2500001;41979;2.9830410480499268
20;0.75;142;[0,1,3,6,8,12,13,19];8;2500000;529;1.8451652526855469
21;0.125;26;[8,1,3];3;2500003;6014;2.01652193069458
21;0.25;52;[0,7,20];3;2500001;6226;1.9734272956848145
21;0.5;105;[4,5,6,15,17,20];6;2500002;126292;5.2641308307647705
21;0.75;157;[1,2,8,9,10,12,13,16,19];9;2500020;3852;1.9785940647125244
22;0.125;28;[10,3,7];3;2500001;7431;2.094294786453247
22;0.25;57;[5,16,2];3;2500003;7690;2.160048723220825
22;0.5;115;[21,2,16,5,15];5;2500001;79228;3.7486042976379395
22;0.75;173;[1,3,4,14,15,16,17,18,19,20];10;2500096;264;1.7933661937713623
23;0.125;31;[22,7,0];3;2500002;8978;2.12058687210083
23;0.25;63;[22,7,17];3;2500006;9100;2.225327968597412
23;0.5;126;[20,10,13,17,21,11];6;2500000;180171;6.531711101531982
23;0.75;189;[0,2,3,4,15,18,19,21];8;2500005;78936;5.8018200397491455
24;0.125;34;[22,16,6];3;2500002;11102;2.1061747074127197
24;0.25;69;[8,13,6,21];4;2500002;46908;2.849813461303711
24;0.5;138;[0,1,15,19,20];5;2500003;136021;5.261078596115112
24;0.75;207;[2,4,12,15,16,17,18,19];8;2500011;117944;7.6770830154418945
25;0.125;37;[14,5,13];3;2500000;12700;2.166111707687378
25;0.25;75;[17,19,15,11];4;2500000;56438;3.057739496231079
25;0.5;150;[0,2,12,14,17,22];6;2500007;217587;7.651758909225464
25;0.75;225;[1,2,3,6,7,8,13,19,21,24];10;2500017;9582;2.513890504837036
26;0.125;40;[5,2,3];3;2500000;15506;2.3479344844818115
26;0.25;81;[3,6,12,23];4;2500004;74460;3.3318939208984375
26;0.5;162;[14,8,18,2,6,15];6;2500007;250266;8.231152772903442
26;0.75;243;[1,2,4,6,13,15,17,20,25];9;2500000;148299;8.815382242202759
27;0.125;43;[4,7,24];3;2500000;17801;2.3895959854125977
27;0.25;87;[10,13,26,7];4;2500004;87425;3.858527183532715
27;0.5;175;[1,6,7,8,12,19];6;2500014;263816;8.46197247505188
27;0.75;263;[2,5,6,7,14,15,16,24,25];9;2500016;158677;8.582958459854126
28;0.125;47;[8,3,23];3;2500000;20918;2.4026577472686768
28;0.25;94;[26,6,23,5];4;2500001;105978;3.8899102210998535
28;0.5;189;[0,2,7,11,16,23];6;2500012;260075;8.299474000930786
28;0.75;283;[0,2,7,10,14,15,17,18,23,26];10;2500001;116390;7.88616943359375
29;0.125;50;[16,28,19];3;2500000;24088;2.349576473236084
29;0.25;101;[0,9,18,12];4;2500001;126185;4.101253509521484
29;0.5;203;[0,9,25,3,5];5;2500006;259176;7.685605049133301
29;0.75;304;[0,3,4,5,9,18,20,25,26,28];10;2500001;130381;8.385506391525269
30;0.125;54;[12,16,2];3;2500000;27708;2.3382785320281982
30;0.25;108;[24,14,8,10];4;2500005;149189;4.487590074539185
30;0.5;217;[4,7,11,13,16,21,25];7;2500006;261803;8.02916669845581
30;0.75;326;[0,7,8,14,15,16,18,21,26,28];10;2500044;157648;8.567412376403809
31;0.125;58;[1,15,26];3;2500001;33100;2.4683480262756348
31;0.25;116;[20,22,30,28];4;2500001;171155;4.856008291244507
31;0.5;232;[20,8,26,6,2,15];6;2500003;264274;8.419050931930542
31;0.75;348;[0,2,4,5,8,9,13,14,18,30];10;2500020;122975;8.385064840316772
32;0.125;62;[8,25,19];3;2500003;36240;2.532679557800293
32;0.25;124;[24,8,3,26,18];5;2500003;326904;7.525467395782471
32;0.5;248;[24,9,22,13,6,5];6;2500001;275456;8.099430799484253
32;0.75;372;[0,2,5,6,13,14,21,22,24,25,27];11;2500013;126151;8.517297744750977
33;0.125;66;[4,8,17];3;2500001;41323;2.5610570907592773
33;0.25;132;[8,10,23,5];4;2500004;220630;5.54641580581665
33;0.5;264;[0,9,22,14,28,17,27];7;2500006;270364;8.17382001876831
33;0.75;396;[4,5,6,13,14,17,22,25,28,29,31];11;2500039;129019;8.52503490447998
34;0.125;70;[26,33,18,12];4;2500001;251122;5.783776521682739
34;0.25;140;[24,14,10,32,11];5;2500000;338088;7.677992582321167
34;0.5;280;[4,24,25,26,29,28,11];7;2500000;269729;8.090074062347412
34;0.75;420;[0,3,4,8,15,16,19,27,31];9;2500010;167474;8.594304323196411
