Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
87              0.125           467             [26,12,77]                                         3                              1003            235             0.003999948501586914
87              0.25            935             [82,53,43]                                         3                              1003            223             0.003999948501586914
87              0.5             1870            [68,3,41,76,20,6]                                  6                              1005            118             0.0039997100830078125
87              0.75            2805            [29,49,27,3,16,13,86,74]                           8                              1006            90              0.003998279571533203
88              0.125           478             [32,51,45]                                         3                              1002            236             0.003999948501586914
88              0.25            957             [27,45,48,9]                                       4                              1003            195             0.003999233245849609
88              0.5             1914            [4,49,66,61,72]                                    5                              1001            146             0.004000663757324219
88              0.75            2871            [26,5,59,23,44,27,70,24,61]                        9                              1003            77              0.004000425338745117
89              0.125           489             [59,69,74]                                         3                              1003            258             0.003999233245849609
89              0.25            979             [4,23,68,67]                                       4                              1002            177             0.0039997100830078125
89              0.5             1958            [22,23,18,88,2]                                    5                              1001            143             0.003999948501586914
89              0.75            2937            [36,41,28,60,27,39,86,62,88,72]                    10                             1001            69              0.005002260208129883
90              0.125           500             [82,32,56]                                         3                              1003            233             0.004000186920166016
90              0.25            1001            [36,20,6,72]                                       4                              1008            177             0.003999948501586914
90              0.5             2002            [87,55,7,57,66]                                    5                              1002            147             0.003998517990112305
90              0.75            3003            [0,1,5,10,13,15,16,21,53,62,79]                    11                             1003            69              0.005002498626708984
91              0.125           511             [56,7,74]                                          3                              1001            264             0.0039975643157958984
91              0.25            1023            [82,32,49]                                         3                              1003            223             0.0050013065338134766
91              0.5             2047            [5,24,47,81,64]                                    5                              1008            148             0.0040035247802734375
91              0.75            3071            [59,5,90,3,48,56,18,69,58]                         9                              1014            79              0.004000186920166016
92              0.125           523             [2,20,69]                                          3                              1001            230             0.003999948501586914
92              0.25            1046            [6,15,24,27]                                       4                              1000            171             0.003999948501586914
