Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
93              0.25            1069            [43,4,66]                                          3                              2501            586             0.010000228881835938
93              0.5             2139            [5,24,20,37,44,72]                                 6                              2502            316             0.008999109268188477
93              0.75            3208            [26,5,59,90,31,47,79,64,67,69,75]                  11                             2505            181             0.011000633239746094
94              0.125           546             [14,86,37]                                         3                              2500            655             0.010999441146850586
94              0.25            1092            [43,64,52,35]                                      4                              2501            452             0.009999990463256836
94              0.5             2185            [1,2,6,43,59,90]                                   6                              2503            300             0.009001493453979492
94              0.75            3278            [4,5,23,31,48,74,80,19,69,72]                      10                             2501            176             0.009998798370361328
95              0.125           558             [5,47,40]                                          3                              2502            622             0.011005163192749023
95              0.25            1116            [64,15,77]                                         3                              2502            583             0.01050424575805664
95              0.5             2232            [19,11,39,68,18]                                   5                              2505            378             0.010004997253417969
95              0.75            3348            [5,59,23,68,3,42,51,48,57,66,12,94]                12                             2501            164             0.010000228881835938
96              0.125           570             [68,22,64]                                         3                              2502            601             0.010999679565429688
96              0.25            1140            [4,19,61]                                          3                              2502            587             0.011000871658325195
96              0.5             2280            [65,68,21,25,48,73]                                6                              2506            303             0.009000778198242188
96              0.75            3420            [5,3,64,0,22,78,24,32,65,83]                       10                             2503            179             0.010000467300415039
97              0.125           582             [23,66,76]                                         3                              2502            604             0.009997367858886719
97              0.25            1164            [87,10,76,35]                                      4                              2505            455             0.010001420974731445
97              0.5             2328            [19,39,55,7,1,96]                                  6                              2511            334             0.009003639221191406
97              0.75            3492            [4,11,59,90,68,3,41,82,7,75]                       10                             2507            179             0.010503053665161133
98              0.125           594             [26,15,47,69]                                      4                              2501            482             0.010004281997680664
98              0.25            1188            [4,33,51,40]                                       4                              2501            459             0.009002447128295898
98              0.5             2376            [26,15,41,20,6,54]                                 6                              2500            309             0.008998870849609375
98              0.75            3564            [1,2,7,10,29,37,42,73,77,82]                       10                             2505            179             0.009998321533203125
99              0.125           606             [54,93,35]                                         3                              2500            639             0.011000871658325195
99              0.25            1212            [90,57,72,64]                                      4                              2501            459             0.009000301361083984
99              0.5             2425            [4,49,14,89,77]                                    5                              2501            373             0.010002374649047852
99              0.75            3638            [26,59,90,41,51,40,18,7,92,14]                     10                             2508            176             0.009997367858886719
100             0.125           618             [60,65,76]                                         3                              2502            610             0.010004520416259766
100             0.25            1237            [68,59,96]                                         3                              2501            582             0.010507345199584961
100             0.5             2475            [4,5,21,31,12,83]                                  6                              2502            312             0.010005474090576172
100             0.75            3712            [5,36,42,48,28,60,27,69,12,99]                     10                             2507            173             0.009999513626098633
101             0.125           631             [23,79,42]                                         3                              2501            603             0.010999441146850586
101             0.25            1262            [39,49,88,0]                                       4                              2500            547             0.010001420974731445
101             0.5             2525            [14,1,30,98,79]                                    5                              2505            376             0.009999275207519531
101             0.75            3787            [5,15,90,8,41,71,21,35,100,92,38]                  11                             2511            189             0.00999903678894043
102             0.125           643             [59,36,21]                                         3                              2502            603             0.011001110076904297
102             0.25            1287            [56,73,30]                                         3                              2502            588             0.010001182556152344
102             0.5             2575            [0,2,8,29,45,56]                                   6                              2503            309             0.010004997253417969
102             0.75            3863            [4,36,90,97,3,25,45,6,94]                          9                              2509            203             0.013518333435058594
103             0.125           656             [26,66,53]                                         3                              2502            606             0.010998010635375977
103             0.25            1313            [49,13,90]                                         3                              2502            582             0.011999845504760742
103             0.5             2626            [26,15,95,90,7,2]                                  6                              2503            302             0.014000892639160156
103             0.75            3939            [4,95,41,98,47,82,60,49,27,92,93]                  11                             2500            179             0.010000467300415039
104             0.125           669             [26,70,75]                                         3                              2501            604             0.01099848747253418
104             0.25            1339            [1,6,38]                                           3                              2501            576             0.011000633239746094
104             0.5             2678            [0,4,7,41,75,95]                                   6                              2506            312             0.008998632431030273
104             0.75            4017            [5,40,48,20,45,52,37,65,62]                        9                              2506            205             0.010004281997680664
105             0.125           682             [43,44,66]                                         3                              2501            602             0.010508537292480469
105             0.25            1365            [43,90,93,68]                                      4                              2502            459             0.00899958610534668
105             0.5             2730            [26,11,59,63,32,30]                                6                              2506            306             0.009001016616821289
105             0.75            4095            [4,5,15,23,41,71,76,28,2,32,43,94]                 12                             2509            159             0.01099848747253418
106             0.125           695             [5,0,91]                                           3                              2502            602             0.011001348495483398
106             0.25            1391            [104,43,93]                                        3                              2502            581             0.011000394821166992
106             0.5             2782            [1,2,17,33,37,74]                                  6                              2500            302             0.009000062942504883
106             0.75            4173            [31,47,44,42,102,0,39,55,30,96,101]                11                             2504            177             0.009999513626098633
107             0.125           708             [32,5,9]                                           3                              2502            604             0.011004447937011719
107             0.25            1417            [77,46,30]                                         3                              2502            582             0.010999202728271484
107             0.5             2835            [87,22,8,7,42]                                     5                              2504            371             0.009509086608886719
107             0.75            4253            [26,95,90,8,31,28,49,21,45,12]                     10                             2501            172             0.011000633239746094
108             0.125           722             [5,92,69]                                          3                              2500            602             0.011000394821166992
108             0.25            1444            [0,5,63,82]                                        4                              2500            448             0.010000228881835938
108             0.5             2889            [0,3,13,15,74,88,96]                               7                              2502            301             0.009999513626098633
108             0.75            4333            [0,1,8,14,21,29,30,31,37,58,70]                    11                             2509            184             0.011999845504760742
109             0.125           735             [11,48,74]                                         3                              2500            617             0.012000560760498047
109             0.25            1471            [13,63,31,95]                                      4                              2500            518             0.009999275207519531
109             0.5             2943            [103,92,31,47,40]                                  5                              2500            374             0.010005950927734375
109             0.75            4414            [11,5,97,31,41,79,48,40,69,86,101]                 11                             2500            178             0.010509729385375977
110             0.125           749             [1,7,8,42]                                         4                              2501            475             0.009998321533203125
110             0.25            1498            [26,80,64]                                         3                              2501            577             0.011001110076904297
110             0.5             2997            [0,2,6,11,39,58,105]                               7                              2511            299             0.008998870849609375
110             0.75            4496            [23,36,8,98,44,25,46,55,14]                        9                              2515            203             0.010999917984008789
111             0.125           763             [23,29,92]                                         3                              2503            621             0.011000871658325195
111             0.25            1526            [18,29,108,16]                                     4                              2501            534             0.010000944137573242
111             0.5             3052            [5,95,51,60,9,39]                                  6                              2503            306             0.008998870849609375
111             0.75            4578            [95,90,31,107,40,69,55,62,1]                       9                              2515            205             0.011000394821166992
112             0.125           777             [21,7,25]                                          3                              2500            635             0.011003971099853516
112             0.25            1554            [56,55,90,30]                                      4                              2500            454             0.009508609771728516
112             0.5             3108            [0,3,15,30,40,93]                                  6                              2506            306             0.009000301361083984
112             0.75            4662            [11,8,82,40,60,27,19,32,92]                        9                              2507            199             0.011000633239746094
113             0.125           791             [92,112,89]                                        3                              2501            602             0.010998725891113281
113             0.25            1582            [13,27,50,77]                                      4                              2502            475             0.009999990463256836
113             0.5             3164            [11,59,71,16,66,93]                                6                              2500            360             0.01000070571899414
113             0.75            4746            [31,98,76,22,27,57,19,70,29,77]                    10                             2507            176             0.010999441146850586
114             0.125           805             [59,29,107]                                        3                              2502            598             0.010999917984008789
114             0.25            1610            [26,80,13]                                         3                              2502            581             0.01201939582824707
114             0.5             3220            [0,6,7,8,61,97,111]                                7                              2507            297             0.009500265121459961
114             0.75            4830            [15,3,47,25,82,51,102,21,46]                       9                              2508            196             0.010999441146850586
115             0.125           819             [26,15,113]                                        3                              2503            605             0.01100015640258789
115             0.25            1638            [4,10,66]                                          3                              2502            579             0.011998891830444336
115             0.5             3277            [26,5,31,85,46,86]                                 6                              2500            304             0.009000062942504883
115             0.75            4916            [11,5,23,90,8,112,81,40,105,19]                    10                             2508            176             0.00999903678894043
116             0.125           833             [96,85,105]                                        3                              2500            597             0.012000560760498047
116             0.25            1667            [63,45,92,18]                                      4                              2504            463             0.009999275207519531
116             0.5             3335            [26,69,24,49,81,25]                                6                              2502            305             0.009004831314086914
116             0.75            5002            [11,15,28,60,21,6,114,35,10,38]                    10                             2510            178             0.010998964309692383
117             0.125           848             [20,66,29]                                         3                              2500            598             0.01150822639465332
117             0.25            1696            [33,97,36]                                         3                              2500            580             0.010999679565429688
117             0.5             3393            [4,111,8,81,78,30,54]                              7                              2501            296             0.009002685546875
117             0.75            5089            [59,111,90,3,71,41,109,82,45,96,99]                11                             2501            182             0.010998249053955078
118             0.125           862             [0,3,22,70]                                        4                              2504            478             0.009999990463256836
118             0.25            1725            [0,3,33,117]                                       4                              2504            452             0.009999990463256836
118             0.5             3451            [1,2,6,17,54,77,92,111]                            8                              2505            263             0.008999347686767578
118             0.75            5177            [0,3,5,8,9,10,42,55,57,94,100]                     11                             2514            182             0.010999441146850586
119             0.125           877             [26,112,61,94]                                     4                              2504            479             0.010004997253417969
119             0.25            1755            [49,44,62]                                         3                              2501            578             0.010503530502319336
119             0.5             3510            [5,31,79,40,117,114]                               6                              2503            299             0.009000539779663086
119             0.75            5265            [59,23,95,90,3,41,51,48,85,21,70]                  11                             2502            182             0.009999990463256836
120             0.125           892             [82,2,58]                                          3                              2500            597             0.012000799179077148
120             0.25            1785            [70,33,66,117]                                     4                              2501            519             0.009998559951782227
120             0.5             3570            [4,5,9,10,13,84]                                   6                              2506            320             0.010000467300415039
120             0.75            5355            [0,3,7,10,21,26,32,38,88,103]                      10                             2503            178             0.009999752044677734
121             0.125           907             [59,74,58]                                         3                              2500            600             0.010999917984008789
121             0.25            1815            [59,23,8,13,92]                                    5                              2500            402             0.010000228881835938
121             0.5             3630            [26,11,112,71,41,1]                                6                              2513            310             0.010003805160522461
121             0.75            5445            [59,15,36,98,79,109,74,86,63]                      9                              2505            194             0.010510444641113281
122             0.125           922             [110,88,38]                                        3                              2502            600             0.012999773025512695
122             0.25            1845            [2,3,28,43]                                        4                              2503            446             0.009999752044677734
122             0.5             3690            [4,68,40,80,93,110]                                6                              2500            305             0.008999824523925781
122             0.75            5535            [1,5,13,18,30,33,36,50,74,75,112]                  11                             2506            174             0.01100015640258789
123             0.125           937             [39,3,113]                                         3                              2501            600             0.010999202728271484
123             0.25            1875            [26,5,67,100]                                      4                              2508            454             0.010000228881835938
123             0.5             3751            [26,11,90,68,35,38]                                6                              2500            310             0.010000467300415039
123             0.75            5627            [4,97,107,25,28,27,106,113,119,92,94]              11                             2506            177             0.011003494262695312
124             0.125           953             [43,56,31]                                         3                              2503            600             0.011505603790283203
124             0.25            1906            [1,2,3,33]                                         4                              2500            451             0.010004758834838867
124             0.5             3813            [19,11,122,17,40]                                  5                              2503            368             0.01000070571899414
124             0.75            5719            [0,2,5,7,10,13,34,43,44,63,96]                     11                             2505            184             0.010999679565429688
125             0.125           968             [49,96,123]                                        3                              2503            614             0.012000560760498047
125             0.25            1937            [82,31,55]                                         3                              2503            581             0.010999679565429688
125             0.5             3875            [123,22,15,17,37]                                  5                              2503            367             0.01100015640258789
125             0.75            5812            [4,120,90,71,41,91,79,76,60,108,53]                11                             2508            181             0.010001182556152344
126             0.125           984             [18,2,84]                                          3                              2501            614             0.011007308959960938
126             0.25            1968            [43,100,72,107,99]                                 5                              2501            411             0.009998321533203125
126             0.5             3937            [2,4,8,17,25,58]                                   6                              2503            300             0.009512901306152344
126             0.75            5906            [0,2,3,7,20,35,59,64,69,84,87,91,103]              13                             2517            166             0.011001348495483398
127             0.125           1000            [87,9,91]                                          3                              2501            600             0.010997533798217773
127             0.25            2000            [65,71,6]                                          3                              2500            576             0.012000799179077148
127             0.5             4000            [95,62,27,58,52,102]                               6                              2506            321             0.009999990463256836
127             0.75            6000            [26,4,95,111,71,82,85,105,13,108]                  10                             2518            172             0.010999202728271484
128             0.125           1016            [82,21,58]                                         3                              2500            598             0.011000394821166992
128             0.25            2032            [5,15,78,89]                                       4                              2500            450             0.009999513626098633
128             0.5             4064            [69,115,21,92,44]                                  5                              2502            375             0.010004997253417969
128             0.75            6096            [3,4,10,16,17,29,64,65,82,107,109]                 11                             2500            180             0.010509967803955078
129             0.125           1032            [104,27,53]                                        3                              2500            597             0.010999441146850586
129             0.25            2064            [5,11,42,17]                                       4                              2500            448             0.009999752044677734
129             0.5             4128            [26,11,15,91,42,77]                                6                              2500            307             0.01000213623046875
129             0.75            6192            [5,36,90,31,41,91,81,109,126,67,100,32,38]         13                             2506            167             0.010999202728271484
130             0.125           1048            [26,70,42]                                         3                              2501            595             0.01100015640258789
130             0.25            2096            [124,50,77]                                        3                              2501            581             0.01099848747253418
130             0.5             4192            [3,5,27,57,63,75,109]                              7                              2505            294             0.009001493453979492
130             0.75            6288            [1,2,3,5,6,22,50,58,99,102,125]                    11                             2501            177             0.010003328323364258
131             0.125           1064            [72,121,78]                                        3                              2501            595             0.01100015640258789
131             0.25            2128            [22,54,34,108]                                     4                              2501            446             0.010029315948486328
131             0.5             4257            [56,49,32,54,71,50]                                6                              2501            296             0.009999752044677734
131             0.75            6386            [26,11,23,68,42,40,7,17,127,53,99,63]              12                             2518            160             0.009999752044677734
132             0.125           1080            [4,116,9]                                          3                              2503            593             0.010999679565429688
132             0.25            2161            [14,31,109]                                        3                              2503            580             0.012000322341918945
132             0.5             4323            [4,11,22,15,14,53]                                 6                              2503            303             0.00899958610534668
132             0.75            6484            [1,3,8,12,19,30,47,51,73,74,90,102]                12                             2507            159             0.010999679565429688
133             0.125           1097            [96,45,123]                                        3                              2503            596             0.011000394821166992
133             0.25            2194            [5,68,47,55]                                       4                              2508            457             0.010004520416259766
133             0.5             4389            [26,15,23,85,17,52]                                6                              2503            302             0.009509563446044922
133             0.75            6583            [26,4,36,3,8,51,22,21,115,89,110]                  11                             2503            179             0.010999441146850586
134             0.125           1113            [4,133,81]                                         3                              2500            646             0.011000394821166992
134             0.25            2227            [27,132,75]                                        3                              2500            575             0.011001348495483398
134             0.5             4455            [70,5,1,83,117,0]                                  6                              2504            303             0.009998559951782227
134             0.75            6683            [1,2,4,12,14,22,35,48,59,70,95,127]                12                             2508            165             0.010000228881835938
135             0.125           1130            [81,9,79]                                          3                              2500            595             0.011001348495483398
135             0.25            2261            [26,36,119,32]                                     4                              2504            445             0.009999275207519531
135             0.5             4522            [26,59,120,126,117,55]                             6                              2504            298             0.008999347686767578
135             0.75            6783            [4,95,81,28,6,46,52,50,62,33]                      10                             2514            173             0.00999903678894043
136             0.125           1147            [33,126,94]                                        3                              2503            595             0.011509418487548828
136             0.25            2295            [122,56,42,113]                                    4                              2502            445             0.009999513626098633
136             0.5             4590            [0,2,10,19,38,44,70]                               7                              2503            295             0.009000778198242188
136             0.75            6885            [4,11,5,95,3,102,56,113,121,77]                    10                             2506            175             0.011000394821166992
137             0.125           1164            [23,112,71]                                        3                              2503            602             0.01199960708618164
137             0.25            2329            [64,132,74]                                        3                              2503            576             0.010999441146850586
137             0.5             4658            [4,71,125,37,99,63]                                6                              2500            300             0.008999824523925781
137             0.75            6987            [4,26,95,68,3,71,44,109,82,85,124,70]              12                             2511            159             0.010999679565429688
138             0.125           1181            [70,23,16]                                         3                              2500            595             0.011007070541381836
138             0.25            2363            [14,38,130,123]                                    4                              2503            447             0.010507583618164062
138             0.5             4726            [0,2,17,46,56,80,99]                               7                              2504            296             0.00899958610534668
138             0.75            7089            [1,4,13,15,22,29,31,40,46,47,71,88,135]            13                             2500            164             0.010999917984008789
139             0.125           1198            [122,132,18]                                       3                              2503            612             0.010999917984008789
139             0.25            2397            [96,17,0]                                          3                              2500            573             0.011000394821166992
139             0.5             4795            [29,69,94,33,117]                                  5                              2504            373             0.009999752044677734
139             0.75            7193            [26,68,125,79,28,39,30,128,136,88]                 10                             2503            170             0.011000394821166992
140             0.125           1216            [27,60,78]                                         3                              2502            594             0.01099848747253418
140             0.25            2432            [100,97,33,17]                                     4                              2500            444             0.010006427764892578
140             0.5             4865            [4,23,138,125,52,129]                              6                              2503            300             0.008999824523925781
140             0.75            7297            [5,15,97,3,112,41,42,134,124,9,115]                11                             2510            178             0.010506868362426758
141             0.125           1233            [70,136,58]                                        3                              2502            592             0.010999441146850586
141             0.25            2467            [111,32,104,84]                                    4                              2503            496             0.010000467300415039
141             0.5             4935            [123,16,41,44,17]                                  5                              2500            369             0.011003494262695312
141             0.75            7402            [4,56,18,31,75,33,37,130,114]                      9                              2515            201             0.011996746063232422
142             0.125           1251            [19,73,113]                                        3                              2503            596             0.010999202728271484
142             0.25            2502            [70,18,85,35]                                      4                              2501            434             0.009999990463256836
142             0.5             5005            [29,140,98,125,17,48]                              6                              2504            296             0.016013622283935547
142             0.75            7508            [23,36,120,41,40,7,35,43,133,83]                   10                             2506            176             0.014505863189697266
143             0.125           1269            [28,30,84]                                         3                              2503            590             0.011006832122802734
143             0.25            2538            [29,3,25,102]                                      4                              2501            443             0.009997844696044922
143             0.5             5076            [5,11,15,8,108,104]                                6                              2504            306             0.010001182556152344
143             0.75            7614            [111,112,91,47,82,20,62,94,72]                     9                              2503            199             0.010999202728271484
144             0.125           1287            [132,81,116]                                       3                              2503            595             0.011999368667602539
144             0.25            2574            [100,15,140,7]                                     4                              2501            483             0.010001420974731445
144             0.5             5148            [11,120,91,113,88,77]                              6                              2501            309             0.009000539779663086
144             0.75            7722            [26,5,95,0,60,106,127,89,123,75]                   10                             2502            175             0.012006521224975586
145             0.125           1305            [32,122,16]                                        3                              2503            594             0.012000799179077148
145             0.25            2610            [20,10,78,80]                                      4                              2500            452             0.010512351989746094
145             0.5             5220            [26,5,90,140,64,24,38,83]                          8                              2502            259             0.008999109268188477
145             0.75            7830            [59,15,111,68,31,47,130,81,44,72,135]              11                             2502            178             0.012000083923339844
146             0.125           1323            [5,15,62]                                          3                              2500            591             0.011002302169799805
146             0.25            2646            [26,76,119,103]                                    4                              2501            444             0.009998559951782227
146             0.5             5292            [0,8,11,15,33,38,89]                               7                              2504            298             0.011002779006958008
146             0.75            7938            [15,41,125,55,24,16,139,53,33]                     9                              2517            193             0.012998104095458984
147             0.125           1341            [129,77,145]                                       3                              2500            590             0.01300501823425293
147             0.25            2682            [26,112,109,121]                                   4                              2501            443             0.010999441146850586
147             0.5             5365            [5,41,71,52,67,43]                                 6                              2502            307             0.009022235870361328
147             0.75            8048            [15,112,98,130,0,28,17,84,55,93,121]               11                             2503            185             0.010999202728271484
148             0.125           1359            [26,112,11]                                        3                              2502            593             0.011000871658325195
148             0.25            2719            [103,135,128]                                      3                              2502            565             0.010999441146850586
148             0.5             5439            [146,24,90,138,31]                                 5                              2502            366             0.009999513626098633
148             0.75            8158            [138,71,91,64,22,60,80,39,144,121]                 10                             2505            175             0.011001110076904297
149             0.125           1378            [49,132,41]                                        3                              2502            592             0.012000799179077148
149             0.25            2756            [26,15,126,35]                                     4                              2503            446             0.00999760627746582
149             0.5             5513            [60,68,20,13,109]                                  5                              2502            355             0.010005474090576172
149             0.75            8269            [15,120,90,8,57,84,108,103,54,110]                 10                             2516            173             0.011062145233154297
150             0.125           1396            [125,138,94]                                       3                              2503            589             0.011001110076904297
150             0.25            2793            [103,97,85,67]                                     4                              2504            447             0.009998559951782227
150             0.5             5587            [4,59,134,135,69,2]                                6                              2512            309             0.008999109268188477
150             0.75            8381            [0,2,5,10,20,29,56,70,94,104,105]                  11                             2506            179             0.010999917984008789
