Vertices        Edge Percentage Edges           Maximum Clique                                     Maximum Clique Size            Operations      Attempts        Time           
26              0.125           40              [23,2]                                             2                              2500            703             0.010999441146850586
26              0.25            81              [15,6,12]                                          3                              2503            598             0.009999513626098633
26              0.5             162             [11,15,18,7,8]                                     5                              2500            379             0.009003400802612305
26              0.75            243             [0,2,3,6,8,13,15,21,24]                            9                              2507            216             0.00899815559387207
27              0.125           43              [4,7,24]                                           3                              2501            669             0.011001825332641602
27              0.25            87              [26,7,6]                                           3                              2500            594             0.009998321533203125
27              0.5             175             [19,15,8,6,7]                                      5                              2504            384             0.009000539779663086
27              0.75            263             [1,3,6,15,16,17,19,25]                             8                              2505            219             0.010005712509155273
28              0.125           47              [21,23,11]                                         3                              2501            632             0.009998798370361328
28              0.25            94              [26,5,6]                                           3                              2503            597             0.009509086608886719
28              0.5             189             [11,18,7,2,9]                                      5                              2503            382             0.009000539779663086
28              0.75            283             [2,4,5,10,14,18,23,26]                             8                              2510            206             0.009000062942504883
29              0.125           50              [19,2,28]                                          3                              2500            625             0.009999275207519531
29              0.25            101             [26,5,15,21]                                       4                              2500            516             0.009999752044677734
29              0.5             203             [23,27,3,12,0]                                     5                              2502            389             0.009000778198242188
29              0.75            304             [0,2,3,9,11,15,17,25,27]                           9                              2518            218             0.009999513626098633
30              0.125           54              [11,18,25]                                         3                              2502            691             0.011000871658325195
30              0.25            108             [18,12,24]                                         3                              2502            602             0.008999347686767578
30              0.5             217             [4,7,16,13,25]                                     5                              2500            379             0.009003400802612305
30              0.75            326             [3,4,7,12,15,17,21,27,28]                          9                              2502            206             0.009504318237304688
31              0.125           58              [29,21,3]                                          3                              2503            666             0.01000523567199707
31              0.25            116             [22,20,16]                                         3                              2502            600             0.009999513626098633
31              0.5             232             [26,22,7,10,14,17]                                 6                              2507            323             0.008001565933227539
31              0.75            348             [1,2,4,6,11,14,17,19,25,30]                        10                             2506            191             0.009998321533203125
32              0.125           62              [11,15,12]                                         3                              2502            625             0.009999752044677734
32              0.25            124             [11,22,8,30]                                       4                              2504            559             0.010001659393310547
32              0.5             248             [26,5,27,17,9]                                     5                              2502            379             0.007999658584594727
32              0.75            372             [0,2,5,6,13,21,24,25,27]                           9                              2506            220             0.008998394012451172
33              0.125           66              [17,15,16]                                         3                              2502            628             0.011004924774169922
33              0.25            132             [8,10,16]                                          3                              2500            603             0.01100301742553711
33              0.5             264             [26,11,29,5,1]                                     5                              2502            385             0.009511232376098633
33              0.75            396             [0,8,9,11,12,13,14,19,20,25]                       10                             2515            192             0.010999202728271484
34              0.125           70              [26,33,12]                                         3                              2502            636             0.009999990463256836
34              0.25            140             [13,18,29]                                         3                              2502            599             0.010001182556152344
34              0.5             280             [4,26,11,30,25]                                    5                              2503            377             0.00899958610534668
34              0.75            420             [0,3,4,16,18,19,22,31]                             8                              2502            207             0.009999513626098633
35              0.125           74              [12,29,0]                                          3                              2501            651             0.010999679565429688
35              0.25            148             [13,1,10]                                          3                              2501            594             0.009999990463256836
35              0.5             297             [4,23,10,6,12]                                     5                              2501            376             0.009003162384033203
35              0.75            446             [0,1,8,14,19,22,25,27,29]                          9                              2501            209             0.009000301361083984
36              0.125           78              [5,8,31]                                           3                              2503            621             0.010511159896850586
36              0.25            157             [13,5,14]                                          3                              2507            597             0.009997844696044922
36              0.5             315             [29,23,21,27,2]                                    5                              2505            380             0.010001182556152344
36              0.75            472             [0,2,3,4,5,21,22,24,28,29,32]                      11                             2511            193             0.009000539779663086
37              0.125           83              [2,5,16]                                           3                              2500            652             0.010998249053955078
37              0.25            166             [19,3,10,16]                                       4                              2500            474             0.009000778198242188
37              0.5             333             [22,24,20,10,0]                                    5                              2505            381             0.009000301361083984
37              0.75            499             [0,2,8,11,12,14,17,28,33]                          9                              2509            213             0.009998798370361328
38              0.125           87              [4,10,34]                                          3                              2502            639             0.011004924774169922
38              0.25            175             [11,23,18,33]                                      4                              2500            552             0.009999990463256836
38              0.5             351             [29,18,21,37,17]                                   5                              2500            381             0.008508920669555664
38              0.75            527             [4,5,20,31,8,6,37,0]                               8                              2501            206             0.010000944137573242
39              0.125           92              [13,21,2]                                          3                              2502            634             0.009999513626098633
39              0.25            185             [18,31,2]                                          3                              2502            591             0.009999990463256836
39              0.5             370             [4,37,25,35,28]                                    5                              2501            387             0.009001016616821289
39              0.75            555             [0,2,4,6,14,27,30,32,36]                           9                              2509            205             0.009998321533203125
40              0.125           97              [7,34,14]                                          3                              2503            618             0.011000871658325195
40              0.25            195             [7,10,19]                                          3                              2501            595             0.010000228881835938
40              0.5             390             [26,36,3,27,16]                                    5                              2502            383             0.009001493453979492
40              0.75            585             [29,22,23,36,27,28,12,17,9,35]                     10                             2500            189             0.009002923965454102
41              0.125           102             [20,17,34,30]                                      4                              2501            545             0.009510517120361328
41              0.25            205             [27,29,30,0]                                       4                              2501            579             0.009998559951782227
41              0.5             410             [19,10,3,8,17]                                     5                              2509            387             0.00899958610534668
41              0.75            615             [11,15,36,31,40,21,29,37,10,33]                    10                             2502            183             0.010000467300415039
42              0.125           107             [4,24,3]                                           3                              2501            623             0.011000871658325195
42              0.25            215             [26,21,31,41]                                      4                              2501            463             0.008999347686767578
42              0.5             430             [19,27,13,12,35]                                   5                              2511            371             0.00900125503540039
42              0.75            645             [26,11,15,23,3,7,31,13]                            8                              2509            197             0.010001897811889648
43              0.125           112             [4,3,34]                                           3                              2501            620             0.010997295379638672
43              0.25            225             [4,22,38]                                          3                              2503            601             0.010004520416259766
43              0.5             451             [4,15,8,16,0]                                      5                              2500            377             0.009507417678833008
43              0.75            677             [4,23,24,32,3,10,30,20,2]                          9                              2507            203             0.01000070571899414
44              0.125           118             [33,15,12]                                         3                              2500            620             0.009999752044677734
44              0.25            236             [2,3,7,13]                                         4                              2503            466             0.009001970291137695
44              0.5             473             [5,21,1,6,25,35]                                   6                              2500            331             0.010000228881835938
44              0.75            709             [4,11,15,5,42,0,17,35,1]                           9                              2507            211             0.010997533798217773
45              0.125           123             [15,20,25]                                         3                              2503            620             0.010000944137573242
45              0.25            247             [19,15,31]                                         3                              2502            597             0.011001110076904297
45              0.5             495             [4,15,28,34,17,35]                                 6                              2500            363             0.007998943328857422
45              0.75            742             [5,41,25,40,0,17,9,32,10]                          9                              2515            204             0.010004281997680664
46              0.125           129             [7,9,36]                                           3                              2503            617             0.010092973709106445
46              0.25            258             [19,21,41,0]                                       4                              2502            527             0.010000944137573242
46              0.5             517             [11,24,44,9,0]                                     5                              2501            382             0.009999513626098633
46              0.75            776             [4,5,36,25,13,17,35,24,16,38]                      10                             2502            195             0.010001897811889648
47              0.125           135             [5,23,1]                                           3                              2503            614             0.009998559951782227
47              0.25            270             [2,8,24]                                           3                              2503            596             0.009999752044677734
47              0.5             540             [23,14,38,17,35]                                   5                              2501            386             0.010000228881835938
47              0.75            810             [5,29,22,24,21,1,3,20,40]                          9                              2502            211             0.008998632431030273
48              0.125           141             [4,0,42]                                           3                              2502            613             0.0110015869140625
48              0.25            282             [13,3,31,10]                                       4                              2504            491             0.009006023406982422
48              0.5             564             [11,29,23,36,7,28]                                 6                              2505            323             0.00950312614440918
48              0.75            846             [4,11,5,31,44,18,39,32,30,10]                      10                             2503            180             0.010005950927734375
49              0.125           147             [27,18,9]                                          3                              2502            630             0.009999752044677734
49              0.25            294             [26,5,8]                                           3                              2503            603             0.010000944137573242
49              0.5             588             [19,5,23,7,12]                                     5                              2502            376             0.009999990463256836
49              0.75            882             [11,23,41,44,28,22,24,12,10]                       9                              2508            198             0.009999990463256836
50              0.125           153             [49,43,5]                                          3                              2503            613             0.011999130249023438
50              0.25            306             [18,45,9]                                          3                              2503            591             0.010999917984008789
50              0.5             612             [14,1,30,31,48]                                    5                              2504            380             0.008999824523925781
50              0.75            918             [4,15,23,44,42,27,6,9,33]                          9                              2501            209             0.010004520416259766
51              0.125           159             [13,26,30]                                         3                              2501            628             0.009510517120361328
51              0.25            318             [4,39,20,46]                                       4                              2500            584             0.009999275207519531
51              0.5             637             [11,15,45,44,28]                                   5                              2504            392             0.010001182556152344
51              0.75            956             [19,29,49,14,8,41,38,48]                           8                              2507            208             0.009001970291137695
52              0.125           165             [31,12,48]                                         3                              2501            614             0.009996652603149414
52              0.25            331             [11,45,48]                                         3                              2501            592             0.010000467300415039
52              0.5             663             [26,36,16,34,51]                                   5                              2505            389             0.010001182556152344
52              0.75            994             [43,11,17,7,38,12,44,51,48]                        9                              2506            206             0.008997917175292969
53              0.125           172             [50,23,34]                                         3                              2500            617             0.011001825332641602
53              0.25            344             [26,29,44,52]                                      4                              2500            461             0.009003162384033203
53              0.5             689             [43,52,42,2,40]                                    5                              2500            381             0.008998632431030273
53              0.75            1033            [26,41,25,49,7,35,32,12,2]                         9                              2517            207             0.00950932502746582
54              0.125           178             [11,22,25]                                         3                              2502            614             0.010003805160522461
54              0.25            357             [15,12,35]                                         3                              2502            594             0.010996341705322266
54              0.5             715             [3,4,5,8,36,45]                                    6                              2504            309             0.008000373840332031
54              0.75            1073            [5,11,36,8,47,25,20,7,6,39]                        10                             2508            201             0.010001897811889648
55              0.125           185             [49,7,1]                                           3                              2500            627             0.01099848747253418
55              0.25            371             [4,54,2]                                           3                              2502            589             0.010002613067626953
55              0.5             742             [4,5,18,45,30]                                     5                              2505            380             0.008997440338134766
55              0.75            1113            [23,44,42,48,0,18,46,29,33]                        9                              2505            198             0.010003089904785156
56              0.125           192             [34,41,0]                                          3                              2501            628             0.010002851486206055
56              0.25            385             [36,20,0]                                          3                              2501            593             0.010509729385375977
56              0.5             770             [0,5,10,14,18]                                     5                              2503            378             0.00899958610534668
56              0.75            1155            [26,15,41,40,17,35,29,55,34]                       9                              2500            201             0.010000944137573242
57              0.125           199             [17,18,6]                                          3                              2503            638             0.009999275207519531
57              0.25            399             [26,17,27]                                         3                              2501            591             0.010000467300415039
57              0.5             798             [55,49,27,33,13]                                   5                              2503            380             0.009003162384033203
57              0.75            1197            [4,29,56,40,3,14,13,46,51]                         9                              2506            212             0.009997129440307617
58              0.125           206             [17,36,16]                                         3                              2502            611             0.010000467300415039
58              0.25            413             [26,27,34,42]                                      4                              2500            478             0.00900411605834961
58              0.5             826             [56,23,45,57,42]                                   5                              2504            375             0.008999824523925781
58              0.75            1239            [4,15,23,41,25,21,57,16,54]                        9                              2504            209             0.010511398315429688
59              0.125           213             [43,6,58]                                          3                              2502            611             0.011001825332641602
59              0.25            427             [22,53,15]                                         3                              2502            587             0.016000032424926758
59              0.5             855             [43,18,16,28,25,35]                                6                              2500            307             0.00999903678894043
59              0.75            1283            [15,3,8,44,0,52,35,24,58,1]                        10                             2500            178             0.010997772216796875
60              0.125           221             [49,31,9]                                          3                              2500            643             0.0110015869140625
60              0.25            442             [0,12,37,50]                                       4                              2502            466             0.00899958610534668
60              0.5             885             [43,31,46,44,35]                                   5                              2503            377             0.009998798370361328
60              0.75            1327            [4,11,59,8,47,40,21,6,39,43]                       10                             2508            184             0.010004997253417969
61              0.125           228             [43,7,6]                                           3                              2500            654             0.010509252548217773
61              0.25            457             [41,18,29,36]                                      4                              2504            522             0.010000467300415039
61              0.5             915             [4,15,47,51,35,19,29,32]                           8                              2502            269             0.00800013542175293
61              0.75            1372            [4,5,59,3,31,51,17,35,54,2]                        10                             2506            203             0.00999903678894043
62              0.125           236             [33,32,16]                                         3                              2503            627             0.010999917984008789
62              0.25            472             [41,55,58]                                         3                              2501            590             0.010000228881835938
62              0.5             945             [5,56,39,38,0]                                     5                              2506            375             0.010000467300415039
62              0.75            1418            [5,40,48,0,56,52,30,12,14]                         9                              2506            205             0.010000228881835938
63              0.125           244             [11,54,20]                                         3                              2500            609             0.010000228881835938
63              0.25            488             [19,11,62,41]                                      4                              2500            482             0.010004043579101562
63              0.5             976             [29,10,45,41,6]                                    5                              2507            374             0.009512186050415039
63              0.75            1464            [11,15,59,62,7,54,45,38,37]                        9                              2501            208             0.01199793815612793
64              0.125           252             [49,31,30]                                         3                              2503            611             0.012000322341918945
64              0.25            504             [33,17,61]                                         3                              2502            583             0.010999679565429688
64              0.5             1008            [23,24,1,34,28]                                    5                              2500            378             0.008998870849609375
64              0.75            1512            [26,15,3,41,44,28,6,61,58]                         9                              2509            198             0.01000070571899414
65              0.125           260             [49,60,21]                                         3                              2500            613             0.010999679565429688
65              0.25            520             [47,25,16]                                         3                              2500            588             0.009999752044677734
65              0.5             1040            [36,62,3,16,35]                                    5                              2504            384             0.009003639221191406
65              0.75            1560            [11,15,8,47,44,64,48,7,35,58]                      10                             2512            187             0.009999990463256836
66              0.125           268             [33,11,61]                                         3                              2501            612             0.010512590408325195
66              0.25            536             [19,40,54,33]                                      4                              2502            459             0.009999752044677734
66              0.5             1072            [4,15,20,32,12,46]                                 6                              2500            313             0.008999824523925781
66              0.75            1608            [26,23,62,57,8,7,13,44,51]                         9                              2513            205             0.010000467300415039
67              0.125           276             [56,31,52]                                         3                              2501            610             0.010999679565429688
67              0.25            552             [7,15,31]                                          3                              2501            589             0.010998249053955078
67              0.5             1105            [26,59,65,36,20]                                   5                              2505            380             0.009000539779663086
67              0.75            1658            [4,29,55,17,15,20,38,42]                           8                              2506            201             0.010001897811889648
68              0.125           284             [21,57,17]                                         3                              2503            610             0.010001897811889648
68              0.25            569             [43,62,14,12]                                      4                              2504            462             0.010001897811889648
68              0.5             1139            [0,6,14,19,32,33]                                  6                              2502            309             0.008507728576660156
68              0.75            1708            [4,59,15,3,22,27,57,16,10]                         9                              2505            199             0.009999513626098633
69              0.125           293             [56,32,34]                                         3                              2503            611             0.010999917984008789
69              0.25            586             [4,48,0,35]                                        4                              2504            452             0.009001970291137695
69              0.5             1173            [59,15,68,49,7,1]                                  6                              2502            307             0.008998632431030273
69              0.75            1759            [4,23,68,42,17,16,61,14,2]                         9                              2506            205             0.009999275207519531
70              0.125           301             [28,8,1]                                           3                              2500            612             0.01100015640258789
70              0.25            603             [43,2,19,16]                                       4                              2501            588             0.010000944137573242
70              0.5             1207            [11,55,18,32,2]                                    5                              2502            382             0.00900411605834961
70              0.75            1811            [4,23,60,27,6,17,9,32,38]                          9                              2506            202             0.01000070571899414
71              0.125           310             [39,54,63]                                         3                              2503            617             0.010509252548217773
71              0.25            621             [43,11,51,3]                                       4                              2500            463             0.009000301361083984
71              0.5             1242            [19,5,55,32,31]                                    5                              2502            373             0.009999752044677734
71              0.75            1863            [68,8,41,47,42,20,52,29,24,62]                     10                             2502            204             0.009999275207519531
72              0.125           319             [43,9,35]                                          3                              2502            617             0.011001348495483398
72              0.25            639             [41,52,65,62]                                      4                              2502            538             0.011002302169799805
72              0.5             1278            [22,20,41,12,46]                                   5                              2505            378             0.008999824523925781
72              0.75            1917            [0,1,2,3,14,22,23,44,46,55]                        10                             2507            177             0.010000228881835938
73              0.125           328             [34,51,44]                                         3                              2501            615             0.011004924774169922
73              0.25            657             [4,23,31,60]                                       4                              2503            467             0.009999752044677734
73              0.5             1314            [60,56,57,30,16]                                   5                              2501            379             0.009512662887573242
73              0.75            1971            [11,15,3,51,40,48,19,43,62]                        9                              2504            203             0.010997295379638672
74              0.125           337             [60,52,58]                                         3                              2500            664             0.010999202728271484
74              0.25            675             [4,5,22]                                           3                              2504            580             0.01100468635559082
74              0.5             1350            [39,68,71,61,0]                                    5                              2500            376             0.008998394012451172
74              0.75            2025            [26,4,23,68,31,60,18,66,9,55,30]                   11                             2505            189             0.00999760627746582
75              0.125           346             [70,22,8]                                          3                              2500            608             0.010999441146850586
75              0.25            693             [7,50,37]                                          3                              2502            588             0.009999990463256836
75              0.5             1387            [4,26,23,20,67]                                    5                              2500            372             0.010004758834838867
75              0.75            2081            [26,5,41,25,73,64,21,46,72]                        9                              2505            198             0.010510444641113281
76              0.125           356             [54,3,74]                                          3                              2501            621             0.01099848747253418
76              0.25            712             [32,63,38]                                         3                              2502            585             0.00999903678894043
76              0.5             1425            [43,15,23,49,41,50]                                6                              2509            316             0.009000301361083984
76              0.75            2137            [0,1,5,6,11,18,24,30,54,56]                        10                             2510            174             0.011000633239746094
77              0.125           365             [63,45,42]                                         3                              2502            620             0.009999275207519531
77              0.25            731             [19,47,3,71]                                       4                              2502            499             0.011001110076904297
77              0.5             1463            [19,3,33,73,74]                                    5                              2502            373             0.009002685546875
77              0.75            2194            [60,24,49,27,18,16,73,50,76]                       9                              2517            206             0.010997533798217773
78              0.125           375             [4,72,39]                                          3                              2501            614             0.010003805160522461
78              0.25            750             [5,67,66,58]                                       4                              2504            548             0.010510444641113281
78              0.5             1501            [26,59,41,17,74]                                   5                              2503            382             0.00999903678894043
78              0.75            2252            [2,4,5,8,13,15,21,26,31,38,42,62]                  12                             2502            164             0.011001348495483398
79              0.125           385             [68,63,11]                                         3                              2500            611             0.01099848747253418
79              0.25            770             [18,17,36,0]                                       4                              2501            504             0.010001182556152344
79              0.5             1540            [23,32,7,38,63]                                    5                              2503            380             0.009999513626098633
79              0.75            2310            [4,11,41,42,56,60,72,17,65,54]                     10                             2511            179             0.010000944137573242
80              0.125           395             [18,36,76]                                         3                              2502            620             0.010999917984008789
80              0.25            790             [4,72,58,2]                                        4                              2500            457             0.009004831314086914
80              0.5             1580            [60,65,49,3,71,63]                                 6                              2506            309             0.00899958610534668
80              0.75            2370            [4,59,68,79,51,74,7,32,10]                         9                              2500            202             0.010508060455322266
81              0.125           405             [11,47,46]                                         3                              2502            602             0.0110015869140625
81              0.25            810             [14,79,46,0]                                       4                              2500            465             0.008999109268188477
81              0.5             1620            [43,5,78,57,58]                                    5                              2503            381             0.010000228881835938
81              0.75            2430            [26,59,23,68,8,47,25,51,46,80,55]                  11                             2508            183             0.009999990463256836
82              0.125           415             [2,53,51]                                          3                              2503            639             0.012001514434814453
82              0.25            830             [76,74,75]                                         3                              2500            581             0.009997367858886719
82              0.5             1660            [1,2,9,13,22,23]                                   6                              2500            315             0.010001420974731445
82              0.75            2490            [4,73,28,56,18,46,16,37,61]                        9                              2504            204             0.01000356674194336
83              0.125           425             [33,68,35]                                         3                              2503            613             0.011000394821166992
83              0.25            850             [3,23,14]                                          3                              2500            589             0.011508941650390625
83              0.5             1701            [11,68,42,78,40]                                   5                              2501            379             0.009999990463256836
83              0.75            2552            [59,5,8,81,82,49,20,18,80,2]                       10                             2503            192             0.009999275207519531
84              0.125           435             [72,5,11]                                          3                              2502            609             0.011000394821166992
84              0.25            871             [59,77,53,76]                                      4                              2508            453             0.009999752044677734
84              0.5             1743            [60,23,29,36,51]                                   5                              2509            380             0.01000070571899414
84              0.75            2614            [2,5,9,12,15,34,40,61,64,77]                       10                             2505            178             0.010000944137573242
85              0.125           446             [68,14,79]                                         3                              2502            607             0.01100015640258789
85              0.25            892             [26,32,65]                                         3                              2502            580             0.010003089904785156
85              0.5             1785            [11,22,36,6,16]                                    5                              2509            372             0.010510683059692383
85              0.75            2677            [26,11,5,8,3,42,73,70,29,63]                       10                             2505            170             0.010000944137573242
86              0.125           456             [53,81,38]                                         3                              2503            602             0.010997772216796875
86              0.25            913             [4,18,85]                                          3                              2503            585             0.01100015640258789
86              0.5             1827            [51,20,8,61,52]                                    5                              2503            379             0.009999752044677734
86              0.75            2741            [11,36,3,51,18,27,6,67,14,77]                      10                             2509            190             0.010000467300415039
87              0.125           467             [80,68,62]                                         3                              2503            636             0.012001752853393555
87              0.25            935             [23,36,30,12]                                      4                              2504            456             0.009998559951782227
87              0.5             1870            [26,3,22,49,57,66]                                 6                              2503            308             0.008999347686767578
87              0.75            2805            [3,41,79,73,40,85,21,18,84]                        9                              2504            204             0.010004281997680664
88              0.125           478             [37,10,28]                                         3                              2502            628             0.011507749557495117
88              0.25            957             [63,34,0]                                          3                              2502            592             0.009999990463256836
88              0.5             1914            [39,46,44,86,28]                                   5                              2501            368             0.010001182556152344
88              0.75            2871            [5,23,8,3,51,21,66,65,63]                          9                              2500            204             0.01100015640258789
89              0.125           489             [59,54,1]                                          3                              2502            605             0.010000228881835938
89              0.25            979             [38,34,53,0]                                       4                              2502            463             0.009999513626098633
89              0.5             1958            [15,27,30,13,12,77]                                6                              2506            307             0.008999824523925781
89              0.75            2937            [59,11,36,81,64,76,85,28,9,10,34]                  11                             2502            180             0.010998725891113281
90              0.125           500             [87,79,74]                                         3                              2503            606             0.010004281997680664
90              0.25            1001            [72,10,86]                                         3                              2503            580             0.011000394821166992
90              0.5             2002            [1,7,16,31,63,77]                                  6                              2500            313             0.009513139724731445
90              0.75            3003            [23,8,73,48,28,22,66,78,65,62]                     10                             2501            184             0.009995698928833008
91              0.125           511             [60,48,58]                                         3                              2503            604             0.010001420974731445
91              0.25            1023            [39,59,33,48]                                      4                              2503            455             0.009997844696044922
91              0.5             2047            [26,90,21,88,78]                                   5                              2502            368             0.009000778198242188
91              0.75            3071            [5,23,90,3,48,45,69,50,43,10]                      10                             2505            192             0.011001348495483398
92              0.125           523             [26,54,36]                                         3                              2502            602             0.009998321533203125
92              0.25            1046            [43,60,31,84]                                      4                              2500            454             0.010000944137573242
92              0.5             2093            [0,1,5,31,57,74]                                   6                              2502            302             0.009003639221191406
92              0.75            3139            [0,2,4,6,10,11,32,40,49,87,88]                     11                             2505            176             0.009999513626098633
93              0.125           534             [13,18,74]                                         3                              2501            607             0.01150965690612793
