Vertices;Edge_Percentage;Edges;Maximum_Clique;Maximum_Clique_Size;Operations;Attempts;Time
1000000;0.125;7586063;[0,15786,460790,481182,713461];5;500000;1;1.5387804508209229
250;0.25;1273;[0,15,24,80,149];5;5004;799;0.02051067352294922
13;0.5;13;[11,12,9];3;5003;1231;0.01800084114074707
